Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
25,2300,0.04667,21.427,19.089,21.258,92.066,31.735,46.762,250.37,11.029,15.271,0.018063,vapor
25,2400,0.049039,20.392,19.052,21.206,91.584,31.889,47.371,249.45,11.032,15.297,0.018157,vapor
25,2500,0.051445,19.438,19.014,21.153,91.113,32.047,48.005,248.53,11.035,15.324,0.018256,vapor
25,2600,0.05389,18.556,18.976,21.1,90.654,32.208,48.665,247.6,11.037,15.353,0.018358,vapor
25,2700,0.056375,17.738,18.938,21.046,90.205,32.372,49.354,246.65,11.04,15.383,0.018465,vapor
25,2800,0.058903,16.977,18.899,20.991,89.765,32.54,50.072,245.7,11.041,15.414,0.018577,vapor
25,2900,0.061474,16.267,18.859,20.935,89.333,32.713,50.823,244.74,11.043,15.447,0.018693,vapor
25,3000,0.064091,15.603,18.818,20.878,88.908,32.889,51.608,243.76,11.044,15.481,0.018815,vapor
25,3100,0.066756,14.98,18.777,20.821,88.489,33.071,52.431,242.78,11.044,15.517,0.018942,vapor
25,3200,0.069472,14.394,18.735,20.763,88.077,33.257,53.294,241.78,11.044,15.554,0.019075,vapor
25,3300,0.07224,13.843,18.693,20.703,87.669,33.448,54.201,240.77,11.043,15.594,0.019215,vapor
25,3400,0.075064,13.322,18.65,20.643,87.267,33.644,55.156,239.74,11.042,15.635,0.019362,vapor
25,3500,0.077945,12.829,18.605,20.581,86.867,33.847,56.161,238.7,11.041,15.679,0.019516,vapor
25,3600,0.080889,12.363,18.56,20.519,86.472,34.055,57.223,237.65,11.038,15.725,0.019679,vapor
25,3700,0.083897,11.919,18.514,20.455,86.079,34.27,58.346,236.58,11.035,15.772,0.01985,vapor
25,3800,0.086974,11.498,18.467,20.39,85.688,34.493,59.536,235.5,11.031,15.823,0.020031,vapor
25,3900,0.090123,11.096,18.419,20.324,85.298,34.722,60.8,234.4,11.026,15.876,0.020223,vapor
25,4000,0.093349,10.712,18.37,20.256,84.91,34.961,62.145,233.28,11.021,15.932,0.020425,vapor
25,4100,0.096658,10.346,18.32,20.187,84.523,35.207,63.58,232.14,11.014,15.99,0.020641,vapor
25,4200,0.10005,9.9947,18.268,20.116,84.135,35.464,65.115,230.98,11.006,16.052,0.020869,vapor
25,4300,0.10354,9.6579,18.216,20.043,83.747,35.731,66.762,229.8,10.997,16.118,0.021113,vapor
25,4400,0.10713,9.3343,18.162,19.969,83.357,36.009,68.534,228.6,10.986,16.187,0.021374,vapor
25,4500,0.11083,9.0229,18.106,19.893,82.966,36.3,70.447,227.37,10.974,16.26,0.021652,vapor
25,4600,0.11464,8.7228,18.049,19.814,82.572,36.605,72.52,226.12,10.96,16.337,0.021952,vapor
25,4700,0.11858,8.433,17.989,19.734,82.175,36.925,74.776,224.84,10.944,16.419,0.022274,vapor
25,4800,0.12266,8.1527,17.928,19.651,81.774,37.261,77.241,223.53,10.927,16.507,0.022622,vapor
25,4900,0.12688,7.8812,17.865,19.565,81.368,37.616,79.948,222.18,10.906,16.6,0.022999,vapor
25,5000,0.13127,7.6176,17.8,19.476,80.956,37.992,82.938,220.79,10.884,16.699,0.02341,vapor
25,5100,0.13585,7.3612,17.732,19.384,80.537,38.392,86.26,219.37,10.858,16.806,0.023858,vapor
25,5200,0.14062,7.1114,17.661,19.289,80.11,38.819,89.978,217.9,10.829,16.92,0.024351,vapor
25,5300,0.14562,6.8672,17.587,19.189,79.673,39.277,94.172,216.38,10.796,17.044,0.024894,vapor
25,5400,0.15087,6.6281,17.51,19.085,79.224,39.77,98.947,214.8,10.759,17.177,0.025499,vapor
25,5500,0.15642,6.3932,17.429,18.976,78.762,40.306,104.44,213.15,10.717,17.322,0.026175,vapor
25,5600,0.1623,6.1616,17.342,18.861,78.284,40.891,110.85,211.43,10.668,17.481,0.026938,vapor
25,5700,0.16857,5.9324,17.251,18.739,77.786,41.538,118.44,209.62,10.613,17.656,0.027808,vapor
25,5800,0.1753,5.7044,17.153,18.609,77.264,42.258,127.59,207.7,10.548,17.85,0.028814,vapor
25,5900,0.1826,5.4764,17.047,18.469,76.712,43.073,138.89,205.65,10.473,18.068,0.029994,vapor
25,6000,0.19061,5.2464,16.932,18.317,76.123,44.01,153.28,203.43,10.384,18.316,0.031408,vapor
25,6100,0.19952,5.0121,16.804,18.15,75.485,45.116,172.39,200.99,10.276,18.603,0.03315,vapor
25,6200,0.20966,4.7696,16.659,17.961,74.779,46.47,199.31,198.24,10.143,18.943,0.035383,vapor
25,6300,0.2216,4.5127,16.49,17.741,73.974,48.226,240.9,195.01,9.9708,19.363,0.038436,vapor
25,6400,0.2365,4.2284,16.28,17.471,73.003,50.775,316.89,190.9,9.7314,19.916,0.043132,vapor
25,6434.19,0.24273,4.1198,16.192,17.359,72.606,52.013,361.42,189.12,9.622,20.157,0.045509,vapor
25,6434.2,0.7105,1.4075,11.695,12.093,54.945,47.108,284.63,274.26,2.2565,57.048,0.080789,liquid
25,6500,0.7155,1.3976,11.653,12.053,54.798,46.584,266.59,281.58,2.1623,57.721,0.080779,liquid
25,6600,0.72224,1.3846,11.597,11.999,54.597,45.98,245.97,291.19,2.0426,58.643,0.080912,liquid
25,6700,0.7282,1.3732,11.547,11.952,54.418,45.518,230.49,299.57,1.9426,59.474,0.081146,liquid
25,6800,0.73358,1.3632,11.502,11.91,54.255,45.143,218.3,307.09,1.8566,60.235,0.081436,liquid
25,6900,0.73849,1.3541,11.46,11.871,54.105,44.827,208.37,313.98,1.7812,60.941,0.081757,liquid
25,7000,0.74303,1.3458,11.421,11.835,53.965,44.553,200.08,320.36,1.714,61.603,0.082096,liquid
25,7100,0.74726,1.3382,11.384,11.802,53.834,44.312,193.01,326.34,1.6535,62.226,0.082445,liquid
25,7200,0.75122,1.3312,11.349,11.771,53.711,44.096,186.89,331.98,1.5985,62.819,0.082799,liquid
25,7300,0.75496,1.3246,11.317,11.742,53.594,43.9,181.53,337.32,1.5481,63.383,0.083153,liquid
25,7400,0.7585,1.3184,11.286,11.715,53.483,43.722,176.78,342.42,1.5017,63.923,0.083507,liquid
25,7500,0.76187,1.3126,11.256,11.689,53.377,43.558,172.52,347.29,1.4586,64.442,0.083859,liquid
25,7600,0.76507,1.3071,11.227,11.665,53.276,43.407,168.69,351.97,1.4186,64.942,0.084207,liquid
25,7700,0.76814,1.3018,11.2,11.641,53.178,43.268,165.21,356.47,1.3811,65.425,0.084551,liquid
25,7800,0.77109,1.2969,11.174,11.619,53.084,43.138,162.03,360.8,1.3459,65.892,0.084891,liquid
25,7900,0.77392,1.2921,11.148,11.598,52.993,43.017,159.11,364.99,1.3127,66.345,0.085226,liquid
25,8000,0.77664,1.2876,11.124,11.577,52.906,42.904,156.41,369.05,1.2814,66.785,0.085557,liquid
25,8100,0.77928,1.2832,11.1,11.557,52.821,42.797,153.92,372.98,1.2517,67.214,0.085883,liquid
25,8200,0.78182,1.2791,11.077,11.538,52.738,42.698,151.6,376.8,1.2236,67.631,0.086205,liquid
25,8300,0.78428,1.2751,11.055,11.52,52.659,42.604,149.43,380.51,1.1968,68.038,0.086522,liquid
25,8400,0.78666,1.2712,11.033,11.503,52.581,42.515,147.4,384.12,1.1713,68.435,0.086834,liquid
25,8500,0.78898,1.2675,11.012,11.486,52.505,42.432,145.5,387.64,1.1469,68.824,0.087142,liquid
25,8600,0.79123,1.2639,10.991,11.469,52.431,42.353,143.71,391.08,1.1236,69.204,0.087445,liquid
25,8700,0.79342,1.2604,10.971,11.453,52.359,42.278,142.02,394.43,1.1013,69.577,0.087744,liquid
25,8800,0.79555,1.257,10.951,11.438,52.289,42.206,140.42,397.71,1.0798,69.942,0.088039,liquid
25,8900,0.79763,1.2537,10.932,11.423,52.221,42.139,138.9,400.91,1.0592,70.301,0.08833,liquid
25,9000,0.79965,1.2505,10.913,11.409,52.153,42.075,137.46,404.05,1.0394,70.652,0.088617,liquid
25,9100,0.80163,1.2475,10.895,11.395,52.088,42.014,136.1,407.12,1.0204,70.998,0.0889,liquid
25,9200,0.80356,1.2445,10.877,11.381,52.023,41.955,134.8,410.13,1.002,71.338,0.08918,liquid
25,9300,0.80545,1.2415,10.859,11.367,51.96,41.9,133.55,413.08,0.98423,71.672,0.089456,liquid
25,9400,0.8073,1.2387,10.842,11.355,51.899,41.847,132.37,415.97,0.96709,72.001,0.089728,liquid
25,9500,0.80911,1.2359,10.825,11.342,51.838,41.796,131.23,418.82,0.95051,72.325,0.089997,liquid
25,9600,0.81088,1.2332,10.809,11.33,51.778,41.747,130.14,421.61,0.93448,72.644,0.090263,liquid
25,9700,0.81262,1.2306,10.792,11.318,51.72,41.701,129.1,424.35,0.91894,72.959,0.090526,liquid
25,9800,0.81432,1.228,10.776,11.306,51.663,41.656,128.1,427.05,0.90389,73.269,0.090785,liquid
25,9900,0.81599,1.2255,10.76,11.294,51.606,41.614,127.14,429.7,0.88929,73.575,0.091042,liquid
25,10000,0.81763,1.2231,10.745,11.283,51.55,41.573,126.22,432.31,0.87512,73.877,0.091295,liquid
