Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
41,8200,0.29015,3.4465,16.366,17.61,72.473,45.716,230.75,205.68,7.5943,22.945,0.044009,supercritical
41,8300,0.30268,3.3039,16.221,17.428,71.846,46.372,255.1,204.44,7.4118,23.534,0.046164,supercritical
41,8400,0.31655,3.1591,16.063,17.231,71.174,47.064,284.28,203.24,7.2067,24.212,0.048577,supercritical
41,8500,0.33201,3.0119,15.89,17.017,70.451,47.787,319.11,202.1,6.9763,25.001,0.051266,supercritical
41,8600,0.34934,2.8625,15.702,16.785,69.671,48.525,360.18,201.08,6.7185,25.929,0.054231,supercritical
41,8700,0.36881,2.7114,15.495,16.533,68.83,49.245,407.39,200.29,6.4327,27.026,0.05744,supercritical
41,8800,0.39063,2.56,15.27,16.261,67.928,49.881,458.52,199.93,6.1184,28.323,0.06079,supercritical
41,8900,0.41469,2.4114,15.03,15.974,66.979,50.338,505.24,200.38,5.7744,29.84,0.063991,supercritical
41,9000,0.4402,2.2717,14.783,15.683,66.02,50.521,530.89,202.08,5.4056,31.549,0.066528,supercritical
41,9100,0.46557,2.1479,14.546,15.406,65.108,50.398,525.13,205.17,5.0335,33.356,0.06808,supercritical
41,9200,0.48947,2.043,14.329,15.156,64.282,50.026,503.33,209.37,4.6895,35.159,0.069076,supercritical
41,9300,0.51128,1.9559,14.135,14.935,63.551,49.492,469.89,214.64,4.3723,36.892,0.069593,supercritical
41,9400,0.53063,1.8845,13.965,14.745,62.917,48.88,431.15,220.69,4.084,38.504,0.069767,supercritical
41,9500,0.54757,1.8263,13.818,14.582,62.373,48.255,393.34,227.13,3.827,39.974,0.06978,supercritical
41,9600,0.56235,1.7782,13.691,14.442,61.903,47.656,359.94,233.67,3.6005,41.306,0.069769,supercritical
41,9700,0.57535,1.7381,13.579,14.321,61.493,47.104,331.77,240.15,3.4015,42.514,0.069802,supercritical
41,9800,0.58688,1.7039,13.48,14.215,61.132,46.605,308.33,246.47,3.226,43.616,0.069898,supercritical
41,9900,0.59721,1.6745,13.392,14.121,60.81,46.157,288.78,252.6,3.0702,44.629,0.070054,supercritical
41,10000,0.60655,1.6487,13.312,14.037,60.519,45.758,272.29,258.53,2.9309,45.567,0.070259,supercritical
