Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
23,6400,0.75098,1.3316,11.263,11.638,53.42,44.765,203.08,320.72,1.6895,62.727,0.083155,liquid
23,6500,0.75523,1.3241,11.226,11.605,53.289,44.491,195.39,327.13,1.627,63.371,0.083501,liquid
23,6600,0.7592,1.3172,11.191,11.574,53.165,44.25,188.81,333.11,1.5707,63.98,0.083854,liquid
23,6700,0.76293,1.3107,11.159,11.545,53.049,44.036,183.09,338.74,1.5195,64.558,0.084209,liquid
23,6800,0.76646,1.3047,11.128,11.518,52.938,43.843,178.07,344.08,1.4725,65.11,0.084564,liquid
23,6900,0.7698,1.299,11.098,11.493,52.833,43.667,173.6,349.17,1.4291,65.64,0.084917,liquid
23,7000,0.77298,1.2937,11.07,11.469,52.732,43.506,169.59,354.03,1.3888,66.149,0.085267,liquid
23,7100,0.77602,1.2886,11.043,11.446,52.635,43.357,165.96,358.69,1.3513,66.64,0.085613,liquid
23,7200,0.77894,1.2838,11.017,11.424,52.542,43.22,162.67,363.18,1.3161,67.115,0.085954,liquid
23,7300,0.78174,1.2792,10.992,11.403,52.452,43.092,159.65,367.51,1.283,67.574,0.086291,liquid
23,7400,0.78443,1.2748,10.968,11.383,52.366,42.973,156.87,371.69,1.2518,68.021,0.086623,liquid
23,7500,0.78702,1.2706,10.944,11.364,52.282,42.862,154.31,375.74,1.2224,68.455,0.086951,liquid
23,7600,0.78953,1.2666,10.921,11.345,52.201,42.757,151.93,379.66,1.1944,68.877,0.087273,liquid
23,7700,0.79196,1.2627,10.899,11.327,52.122,42.659,149.71,383.47,1.1679,69.289,0.087591,liquid
23,7800,0.7943,1.259,10.878,11.31,52.045,42.566,147.64,387.18,1.1426,69.691,0.087904,liquid
23,7900,0.79658,1.2554,10.857,11.293,51.97,42.479,145.7,390.79,1.1185,70.084,0.088212,liquid
23,8000,0.7988,1.2519,10.837,11.277,51.897,42.397,143.88,394.3,1.0955,70.468,0.088516,liquid
23,8100,0.80095,1.2485,10.817,11.262,51.826,42.319,142.16,397.73,1.0735,70.844,0.088816,liquid
23,8200,0.80305,1.2453,10.798,11.247,51.757,42.245,140.54,401.08,1.0523,71.213,0.089111,liquid
23,8300,0.80509,1.2421,10.779,11.232,51.69,42.175,139.01,404.35,1.032,71.575,0.089402,liquid
23,8400,0.80708,1.239,10.76,11.218,51.623,42.108,137.55,407.54,1.0125,71.93,0.089689,liquid
23,8500,0.80902,1.2361,10.742,11.204,51.559,42.045,136.17,410.67,0.99377,72.278,0.089973,liquid
23,8600,0.81092,1.2332,10.724,11.191,51.495,41.984,134.86,413.74,0.97569,72.621,0.090252,liquid
23,8700,0.81278,1.2303,10.707,11.178,51.433,41.927,133.6,416.74,0.95825,72.958,0.090528,liquid
23,8800,0.81459,1.2276,10.69,11.166,51.372,41.872,132.41,419.69,0.94141,73.29,0.0908,liquid
23,8900,0.81637,1.2249,10.673,11.153,51.312,41.82,131.26,422.58,0.92514,73.616,0.091069,liquid
23,9000,0.81811,1.2223,10.657,11.141,51.254,41.77,130.17,425.41,0.90941,73.938,0.091335,liquid
23,9100,0.81981,1.2198,10.641,11.13,51.196,41.722,129.12,428.2,0.89417,74.255,0.091597,liquid
23,9200,0.82148,1.2173,10.625,11.118,51.14,41.676,128.12,430.93,0.87942,74.568,0.091857,liquid
23,9300,0.82312,1.2149,10.61,11.107,51.084,41.632,127.15,433.62,0.86511,74.876,0.092113,liquid
23,9400,0.82473,1.2125,10.595,11.096,51.029,41.59,126.22,436.27,0.85123,75.18,0.092366,liquid
23,9500,0.82631,1.2102,10.58,11.086,50.975,41.55,125.33,438.87,0.83775,75.48,0.092617,liquid
23,9600,0.82787,1.2079,10.565,11.075,50.922,41.511,124.47,441.43,0.82466,75.777,0.092864,liquid
23,9700,0.82939,1.2057,10.55,11.065,50.87,41.474,123.64,443.96,0.81193,76.07,0.093109,liquid
23,9800,0.83089,1.2035,10.536,11.055,50.819,41.438,122.84,446.44,0.79955,76.359,0.093352,liquid
23,9900,0.83237,1.2014,10.522,11.045,50.768,41.404,122.07,448.89,0.7875,76.645,0.093592,liquid
23,10000,0.83382,1.1993,10.508,11.036,50.718,41.371,121.32,451.3,0.77577,76.928,0.093829,liquid
