Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
35,5500,0.13688,7.3055,18.095,19.863,81.692,37.307,77.886,227.52,9.8459,17.314,0.024172,vapor
35,5600,0.14098,7.0932,18.038,19.786,81.337,37.577,80.136,226.43,9.8194,17.412,0.024528,vapor
35,5700,0.14521,6.8868,17.978,19.706,80.978,37.858,82.566,225.32,9.7906,17.517,0.024908,vapor
35,5800,0.14957,6.6856,17.917,19.624,80.615,38.151,85.203,224.19,9.7594,17.627,0.025315,vapor
35,5900,0.1541,6.4894,17.855,19.54,80.247,38.457,88.073,223.04,9.7254,17.744,0.025753,vapor
35,6000,0.15879,6.2978,17.79,19.453,79.874,38.778,91.211,221.87,9.6884,17.869,0.026224,vapor
35,6100,0.16366,6.1103,17.722,19.363,79.494,39.114,94.657,220.68,9.6481,18.002,0.026732,vapor
35,6200,0.16873,5.9266,17.653,19.27,79.106,39.469,98.461,219.46,9.6042,18.144,0.027283,vapor
35,6300,0.17403,5.7463,17.58,19.174,78.71,39.843,102.68,218.21,9.5562,18.297,0.027882,vapor
35,6400,0.17957,5.569,17.505,19.073,78.305,40.239,107.4,216.92,9.5036,18.46,0.028535,vapor
35,6500,0.18538,5.3943,17.426,18.969,77.888,40.66,112.7,215.61,9.4458,18.637,0.02925,vapor
35,6600,0.1915,5.2218,17.344,18.86,77.459,41.109,118.71,214.25,9.3822,18.828,0.030038,vapor
35,6700,0.19798,5.0511,17.257,18.746,77.016,41.591,125.58,212.85,9.3119,19.036,0.03091,vapor
35,6800,0.20485,4.8816,17.165,18.626,76.555,42.111,133.52,211.4,9.234,19.263,0.031882,vapor
35,6900,0.21219,4.7127,17.068,18.499,76.075,42.674,142.81,209.88,9.1471,19.514,0.032971,vapor
35,7000,0.22008,4.5439,16.965,18.365,75.571,43.289,153.82,208.3,9.0499,19.792,0.034204,vapor
35,7100,0.22861,4.3743,16.854,18.22,75.04,43.967,167.1,206.64,8.9403,20.102,0.035613,vapor
35,7200,0.23793,4.2029,16.733,18.065,74.474,44.72,183.44,204.87,8.8158,20.454,0.037242,vapor
35,7300,0.24823,4.0285,16.602,17.896,73.867,45.568,204.04,202.98,8.673,20.857,0.039154,vapor
35,7400,0.25977,3.8495,16.456,17.71,73.206,46.536,230.85,200.94,8.5072,21.327,0.04144,supercritical
35,7500,0.27297,3.6635,16.292,17.501,72.476,47.663,267.15,198.68,8.3115,21.888,0.04424,supercritical
35,7600,0.28844,3.4669,16.103,17.262,71.65,49.003,319,196.16,8.0756,22.579,0.047778,supercritical
35,7700,0.30727,3.2545,15.878,16.98,70.687,50.643,398.55,193.27,7.7821,23.467,0.052443,supercritical
35,7800,0.3315,3.0166,15.596,16.632,69.51,52.714,533,189.86,7.401,24.687,0.058941,supercritical
35,7900,0.36543,2.7365,15.219,16.17,67.972,55.359,789.85,185.7,6.8809,26.544,0.068571,supercritical
35,8000,0.41909,2.3861,14.664,15.504,65.774,57.964,1302.4,181.29,6.1424,29.843,0.082512,supercritical
35,8100,0.49077,2.0376,13.999,14.725,63.214,56.613,1287.1,186.09,5.1704,34.98,0.085964,supercritical
35,8200,0.5428,1.8423,13.554,14.219,61.543,53.53,837.51,199.62,4.3975,39.284,0.080864,supercritical
35,8300,0.57413,1.7418,13.294,13.93,60.581,51.448,589.84,212.9,3.883,42.134,0.077432,supercritical
35,8400,0.5957,1.6787,13.116,13.737,59.929,50.041,467.86,224.6,3.519,44.221,0.075796,supercritical
35,8500,0.61212,1.6337,12.981,13.592,59.435,48.983,395.38,235.06,3.2411,45.881,0.07495,supercritical
35,8600,0.62537,1.599,12.871,13.476,59.036,48.134,347.2,244.54,3.0187,47.271,0.074529,supercritical
35,8700,0.6365,1.5711,12.778,13.38,58.701,47.43,312.82,253.22,2.8348,48.472,0.074368,supercritical
35,8800,0.6461,1.5477,12.698,13.297,58.411,46.834,287.01,261.24,2.6792,49.536,0.074375,supercritical
35,8900,0.65456,1.5277,12.627,13.225,58.155,46.322,266.88,268.69,2.5449,50.494,0.074495,supercritical
35,9000,0.66213,1.5103,12.563,13.161,57.925,45.878,250.7,275.65,2.4274,51.369,0.07469,supercritical
35,9100,0.66899,1.4948,12.504,13.103,57.715,45.488,237.39,282.19,2.3233,52.177,0.074937,supercritical
35,9200,0.67527,1.4809,12.451,13.05,57.523,45.144,226.22,288.36,2.2302,52.929,0.07522,supercritical
35,9300,0.68107,1.4683,12.401,13.002,57.345,44.839,216.7,294.2,2.1461,53.634,0.075527,supercritical
35,9400,0.68646,1.4567,12.354,12.957,57.179,44.566,208.47,299.75,2.0696,54.3,0.075851,supercritical
35,9500,0.6915,1.4461,12.311,12.915,57.023,44.32,201.29,305.04,1.9996,54.93,0.076186,supercritical
35,9600,0.69624,1.4363,12.27,12.876,56.876,44.098,194.95,310.09,1.9353,55.531,0.076527,supercritical
35,9700,0.70071,1.4271,12.231,12.84,56.737,43.896,189.31,314.94,1.8757,56.104,0.076873,supercritical
35,9800,0.70494,1.4186,12.193,12.805,56.604,43.712,184.25,319.59,1.8204,56.654,0.07722,supercritical
35,9900,0.70897,1.4105,12.158,12.773,56.478,43.543,179.68,324.06,1.7689,57.183,0.077567,supercritical
35,10000,0.71281,1.4029,12.124,12.742,56.357,43.388,175.54,328.38,1.7206,57.692,0.077913,supercritical
