Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
36,2300,0.044199,22.625,19.475,21.765,93.739,31.731,45.661,257.11,10.021,15.776,0.018839,vapor
36,2400,0.04639,21.556,19.443,21.72,93.276,31.852,46.138,256.33,10.021,15.8,0.018922,vapor
36,2500,0.048609,20.572,19.41,21.673,92.826,31.976,46.629,255.55,10.021,15.824,0.019007,vapor
36,2600,0.050857,19.663,19.376,21.626,92.388,32.101,47.137,254.76,10.021,15.849,0.019095,vapor
36,2700,0.053134,18.82,19.342,21.579,91.96,32.228,47.661,253.96,10.02,15.875,0.019186,vapor
36,2800,0.055443,18.037,19.308,21.531,91.543,32.358,48.203,253.16,10.019,15.903,0.01928,vapor
36,2900,0.057783,17.306,19.273,21.482,91.134,32.49,48.764,252.36,10.018,15.931,0.019377,vapor
36,3000,0.060157,16.623,19.238,21.433,90.734,32.623,49.344,251.55,10.017,15.961,0.019479,vapor
36,3100,0.062564,15.984,19.202,21.383,90.341,32.76,49.945,250.73,10.015,15.992,0.019583,vapor
36,3200,0.065007,15.383,19.166,21.333,89.955,32.898,50.569,249.91,10.012,16.025,0.019692,vapor
36,3300,0.067487,14.818,19.13,21.282,89.575,33.039,51.215,249.08,10.009,16.058,0.019805,vapor
36,3400,0.070005,14.285,19.093,21.23,89.201,33.183,51.887,248.24,10.006,16.094,0.019922,vapor
36,3500,0.072563,13.781,19.055,21.178,88.832,33.33,52.584,247.4,10.003,16.13,0.020043,vapor
36,3600,0.075161,13.305,19.017,21.125,88.468,33.479,53.31,246.55,9.9983,16.169,0.02017,vapor
36,3700,0.077802,12.853,18.978,21.071,88.109,33.632,54.066,245.69,9.9935,16.208,0.020302,vapor
36,3800,0.080488,12.424,18.939,21.017,87.753,33.788,54.853,244.82,9.9882,16.25,0.020439,vapor
36,3900,0.08322,12.016,18.899,20.962,87.4,33.947,55.675,243.95,9.9822,16.293,0.020581,vapor
36,4000,0.086,11.628,18.859,20.906,87.051,34.109,56.532,243.07,9.9756,16.338,0.02073,vapor
36,4100,0.088831,11.257,18.818,20.849,86.704,34.275,57.429,242.18,9.9684,16.386,0.020886,vapor
36,4200,0.091714,10.903,18.776,20.791,86.36,34.445,58.367,241.29,9.9604,16.435,0.021048,vapor
36,4300,0.094653,10.565,18.733,20.733,86.018,34.619,59.35,240.38,9.9516,16.486,0.021218,vapor
36,4400,0.097649,10.241,18.69,20.673,85.677,34.798,60.382,239.47,9.942,16.54,0.021396,vapor
36,4500,0.10071,9.9299,18.646,20.613,85.338,34.98,61.465,238.55,9.9315,16.596,0.021582,vapor
36,4600,0.10383,9.6315,18.601,20.551,84.999,35.168,62.606,237.61,9.9201,16.655,0.021778,vapor
36,4700,0.10701,9.3447,18.555,20.488,84.662,35.361,63.807,236.67,9.9077,16.716,0.021983,vapor
36,4800,0.11027,9.0686,18.509,20.425,84.324,35.558,65.074,235.72,9.8942,16.78,0.022199,vapor
36,4900,0.1136,8.8027,18.461,20.36,83.987,35.762,66.414,234.75,9.8795,16.847,0.022425,vapor
36,5000,0.11701,8.5462,18.413,20.293,83.649,35.972,67.833,233.78,9.8637,16.918,0.022665,vapor
36,5100,0.1205,8.2985,18.363,20.226,83.31,36.188,69.338,232.79,9.8465,16.992,0.022917,vapor
36,5200,0.12408,8.059,18.312,20.157,82.971,36.41,70.939,231.79,9.8279,17.069,0.023184,vapor
36,5300,0.12776,7.8273,18.261,20.086,82.63,36.641,72.643,230.78,9.8077,17.151,0.023466,vapor
36,5400,0.13153,7.6027,18.207,20.014,82.287,36.879,74.464,229.76,9.7859,17.237,0.023765,vapor
36,5500,0.13541,7.3849,18.153,19.941,81.942,37.125,76.412,228.72,9.7624,17.327,0.024082,vapor
36,5600,0.1394,7.1734,18.097,19.865,81.594,37.38,78.504,227.67,9.7369,17.422,0.02442,vapor
36,5700,0.14352,6.9678,18.04,19.788,81.243,37.646,80.754,226.6,9.7093,17.523,0.024779,vapor
36,5800,0.14776,6.7676,17.981,19.708,80.888,37.921,83.184,225.51,9.6794,17.629,0.025163,vapor
36,5900,0.15215,6.5726,17.92,19.627,80.529,38.209,85.817,224.4,9.6471,17.742,0.025574,vapor
36,6000,0.15669,6.3822,17.857,19.543,80.165,38.509,88.678,223.28,9.612,17.861,0.026014,vapor
36,6100,0.16139,6.1961,17.793,19.456,79.796,38.822,91.802,222.14,9.574,17.988,0.026488,vapor
36,6200,0.16628,6.0141,17.726,19.367,79.42,39.151,95.225,220.97,9.5326,18.123,0.026998,vapor
36,6300,0.17136,5.8357,17.656,19.274,79.037,39.496,98.997,219.78,9.4877,18.268,0.02755,vapor
36,6400,0.17666,5.6605,17.584,19.179,78.646,39.86,103.17,218.56,9.4386,18.422,0.028149,vapor
36,6500,0.1822,5.4883,17.509,19.079,78.245,40.244,107.82,217.32,9.3851,18.588,0.028801,vapor
36,6600,0.18802,5.3187,17.431,18.976,77.834,40.652,113.04,216.04,9.3265,18.766,0.029513,vapor
36,6700,0.19413,5.1511,17.35,18.868,77.411,41.085,118.92,214.73,9.2622,18.96,0.030294,vapor
36,6800,0.20059,4.9854,17.264,18.756,76.974,41.548,125.62,213.37,9.1914,19.17,0.031156,vapor
36,6900,0.20743,4.8209,17.173,18.637,76.522,42.045,133.33,211.98,9.1133,19.399,0.032112,vapor
36,7000,0.21472,4.6572,17.078,18.512,76.05,42.581,142.27,210.53,9.0266,19.65,0.03318,vapor
36,7100,0.22254,4.4937,16.976,18.38,75.557,43.163,152.8,209.02,8.93,19.928,0.03438,vapor
36,7200,0.23096,4.3297,16.867,18.239,75.038,43.8,165.36,207.44,8.8218,20.238,0.035742,vapor
36,7300,0.24013,4.1644,16.75,18.088,74.488,44.501,180.63,205.77,8.6998,20.587,0.037302,vapor
36,7400,0.2502,3.9968,16.622,17.924,73.9,45.282,199.57,204.01,8.561,20.984,0.039112,supercritical
36,7500,0.2614,3.8256,16.482,17.745,73.265,46.161,223.67,202.12,8.4015,21.443,0.041244,supercritical
36,7600,0.27405,3.649,16.326,17.547,72.571,47.164,255.32,200.07,8.2159,21.984,0.0438,supercritical
36,7700,0.28864,3.4645,16.149,17.323,71.797,48.328,298.59,197.83,7.9961,22.636,0.046935,supercritical
36,7800,0.30594,3.2686,15.943,17.065,70.916,49.702,360.71,195.35,7.7301,23.451,0.050891,supercritical
36,7900,0.32723,3.056,15.697,16.759,69.881,51.351,455.29,192.57,7.3989,24.514,0.05604,supercritical
36,8000,0.35475,2.8189,15.389,16.382,68.618,53.324,608.39,189.44,6.9753,25.988,0.062933,supercritical
36,8100,0.39261,2.5471,14.988,15.896,67.006,55.446,865.43,186.13,6.4285,28.206,0.072142,supercritical
36,8200,0.44533,2.2455,14.469,15.279,64.978,56.328,1117.5,185.54,5.7077,31.671,0.080526,supercritical
36,8300,0.49926,2.003,13.98,14.712,63.113,54.813,978.4,192.22,4.9539,35.694,0.08097,supercritical
36,8400,0.53987,1.8523,13.632,14.316,61.806,52.773,724.51,203.12,4.346,39.073,0.078263,supercritical
36,8500,0.56777,1.7613,13.398,14.057,60.941,51.125,551.99,214.4,3.8963,41.583,0.076002,supercritical
36,8600,0.58825,1.7,13.228,13.871,60.316,49.865,452.51,224.93,3.5586,43.531,0.074768,supercritical
36,8700,0.60432,1.6547,13.094,13.728,59.829,48.87,389.11,234.63,3.2924,45.127,0.074108,supercritical
36,8800,0.61754,1.6193,12.984,13.611,59.429,48.056,345.08,243.6,3.0751,46.486,0.073781,supercritical
36,8900,0.62875,1.5905,12.89,13.513,59.089,47.372,312.71,251.91,2.8929,47.673,0.073667,supercritical
36,9000,0.63848,1.5662,12.809,13.429,58.794,46.789,287.9,259.65,2.7373,48.73,0.073697,supercritical
36,9100,0.64709,1.5454,12.736,13.355,58.532,46.286,268.27,266.88,2.6023,49.687,0.073826,supercritical
36,9200,0.65482,1.5271,12.671,13.289,58.296,45.848,252.33,273.67,2.4835,50.564,0.074026,supercritical
36,9300,0.66184,1.5109,12.611,13.229,58.082,45.463,239.11,280.07,2.3779,51.374,0.074274,supercritical
36,9400,0.66827,1.4964,12.556,13.175,57.884,45.123,227.95,286.12,2.2831,52.13,0.074556,supercritical
36,9500,0.67421,1.4832,12.505,13.125,57.702,44.82,218.4,291.86,2.1973,52.839,0.074862,supercritical
36,9600,0.67973,1.4712,12.457,13.079,57.531,44.548,210.13,297.33,2.1192,53.508,0.075184,supercritical
36,9700,0.6849,1.4601,12.412,13.036,57.371,44.304,202.87,302.54,2.0476,54.143,0.075518,supercritical
36,9800,0.68975,1.4498,12.37,12.995,57.22,44.084,196.46,307.54,1.9817,54.747,0.075858,supercritical
36,9900,0.69433,1.4402,12.33,12.958,57.078,43.883,190.74,312.33,1.9207,55.324,0.076203,supercritical
36,10000,0.69867,1.4313,12.292,12.922,56.942,43.7,185.61,316.93,1.864,55.878,0.076549,supercritical
