Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
40,1800,0.033071,30.238,19.767,22.162,96.862,31.216,43.339,263.06,9.6881,15.862,0.01877,vapor
40,1900,0.035088,28.5,19.737,22.12,96.315,31.322,43.722,262.35,9.6888,15.88,0.018838,vapor
40,2000,0.037127,26.934,19.707,22.078,95.79,31.429,44.116,261.63,9.6893,15.899,0.018908,vapor
40,2100,0.03919,25.517,19.676,22.035,95.284,31.537,44.52,260.9,9.6896,15.918,0.01898,vapor
40,2200,0.041275,24.227,19.646,21.991,94.796,31.646,44.935,260.17,9.6897,15.939,0.019054,vapor
40,2300,0.043385,23.049,19.614,21.948,94.324,31.757,45.362,259.44,9.6895,15.96,0.019131,vapor
40,2400,0.04552,21.968,19.583,21.903,93.867,31.87,45.802,258.71,9.6891,15.983,0.019209,vapor
40,2500,0.04768,20.973,19.551,21.859,93.423,31.984,46.254,257.97,9.6884,16.006,0.019291,vapor
40,2600,0.049867,20.054,19.519,21.814,92.991,32.099,46.72,257.22,9.6875,16.03,0.019375,vapor
40,2700,0.05208,19.201,19.487,21.768,92.57,32.216,47.2,256.47,9.6862,16.056,0.019461,vapor
40,2800,0.054322,18.409,19.454,21.722,92.159,32.335,47.695,255.72,9.6847,16.082,0.019551,vapor
40,2900,0.056592,17.67,19.421,21.676,91.757,32.456,48.206,254.96,9.6828,16.109,0.019643,vapor
40,3000,0.058892,16.98,19.387,21.629,91.364,32.578,48.733,254.2,9.6806,16.138,0.019739,vapor
40,3100,0.061222,16.334,19.353,21.582,90.979,32.703,49.278,253.43,9.678,16.167,0.019837,vapor
40,3200,0.063584,15.727,19.319,21.534,90.6,32.829,49.84,252.66,9.6751,16.198,0.019939,vapor
40,3300,0.065979,15.156,19.284,21.485,90.228,32.957,50.422,251.88,9.6717,16.23,0.020045,vapor
40,3400,0.068408,14.618,19.249,21.436,89.863,33.088,51.024,251.1,9.668,16.264,0.020154,vapor
40,3500,0.070871,14.11,19.213,21.386,89.502,33.22,51.647,250.31,9.6638,16.298,0.020268,vapor
40,3600,0.073371,13.629,19.177,21.336,89.147,33.355,52.293,249.52,9.6591,16.334,0.020385,vapor
40,3700,0.075908,13.174,19.14,21.285,88.796,33.492,52.963,248.72,9.654,16.372,0.020507,vapor
40,3800,0.078484,12.742,19.103,21.234,88.45,33.632,53.658,247.92,9.6484,16.411,0.020633,vapor
40,3900,0.0811,12.33,19.065,21.182,88.108,33.774,54.38,247.11,9.6422,16.452,0.020764,vapor
40,4000,0.083758,11.939,19.027,21.129,87.768,33.919,55.13,246.29,9.6354,16.494,0.020901,vapor
40,4100,0.086459,11.566,18.989,21.076,87.433,34.067,55.91,245.47,9.628,16.538,0.021042,vapor
40,4200,0.089206,11.21,18.949,21.021,87.099,34.217,56.723,244.65,9.62,16.584,0.02119,vapor
40,4300,0.091999,10.87,18.909,20.966,86.769,34.371,57.57,243.81,9.6113,16.632,0.021343,vapor
40,4400,0.094842,10.544,18.869,20.911,86.44,34.527,58.453,242.97,9.6019,16.682,0.021503,vapor
40,4500,0.097735,10.232,18.828,20.854,86.114,34.688,59.376,242.13,9.5918,16.734,0.02167,vapor
40,4600,0.10068,9.9322,18.786,20.797,85.789,34.851,60.34,241.27,9.5808,16.788,0.021844,vapor
40,4700,0.10368,9.6446,18.744,20.739,85.465,35.018,61.349,240.41,9.569,16.844,0.022025,vapor
40,4800,0.10675,9.3681,18.7,20.679,85.143,35.189,62.407,239.55,9.5563,16.903,0.022215,vapor
40,4900,0.10987,9.1019,18.656,20.619,84.821,35.364,63.516,238.67,9.5427,16.964,0.022414,vapor
40,5000,0.11305,8.8455,18.612,20.558,84.5,35.544,64.681,237.79,9.528,17.029,0.022622,vapor
40,5100,0.1163,8.5981,18.566,20.496,84.179,35.727,65.906,236.9,9.5123,17.095,0.02284,vapor
40,5200,0.11963,8.3593,18.52,20.433,83.858,35.916,67.197,236,9.4954,17.165,0.023068,vapor
40,5300,0.12302,8.1285,18.472,20.368,83.536,36.109,68.558,235.1,9.4773,17.239,0.023308,vapor
40,5400,0.1265,7.9052,18.424,20.303,83.214,36.308,69.997,234.18,9.458,17.315,0.023561,vapor
40,5500,0.13006,7.689,18.375,20.236,82.891,36.512,71.519,233.26,9.4372,17.395,0.023826,vapor
40,5600,0.1337,7.4794,18.324,20.168,82.567,36.722,73.132,232.33,9.4149,17.479,0.024106,vapor
40,5700,0.13744,7.276,18.273,20.098,82.241,36.938,74.846,231.39,9.3911,17.568,0.024401,vapor
40,5800,0.14127,7.0785,18.22,20.027,81.913,37.161,76.67,230.43,9.3656,17.66,0.024713,vapor
40,5900,0.14521,6.8866,18.166,19.955,81.583,37.391,78.615,229.47,9.3383,17.757,0.025043,vapor
40,6000,0.14926,6.6997,18.111,19.88,81.251,37.629,80.693,228.5,9.309,17.86,0.025392,vapor
40,6100,0.15343,6.5177,18.055,19.804,80.915,37.874,82.921,227.52,9.2776,17.967,0.025763,vapor
40,6200,0.15772,6.3403,17.996,19.726,80.576,38.128,85.313,226.52,9.2439,18.081,0.026157,vapor
40,6300,0.16215,6.1671,17.937,19.646,80.233,38.392,87.89,225.51,9.2078,18.201,0.026576,vapor
40,6400,0.16673,5.9978,17.875,19.564,79.886,38.665,90.674,224.49,9.169,18.328,0.027023,vapor
40,6500,0.17146,5.8322,17.812,19.48,79.533,38.95,93.691,223.46,9.1273,18.463,0.027501,vapor
40,6600,0.17637,5.67,17.746,19.393,79.175,39.245,96.971,222.41,9.0825,18.606,0.028012,vapor
40,6700,0.18146,5.5109,17.679,19.304,78.811,39.554,100.55,221.35,9.0342,18.758,0.028561,vapor
40,6800,0.18675,5.3547,17.609,19.212,78.44,39.876,104.48,220.27,8.9822,18.919,0.029151,vapor
40,6900,0.19226,5.2012,17.537,19.116,78.061,40.213,108.79,219.18,8.9261,19.092,0.029787,vapor
40,7000,0.19802,5.0499,17.462,19.017,77.673,40.566,113.57,218.06,8.8653,19.278,0.030475,vapor
40,7100,0.20405,4.9008,17.383,18.915,77.276,40.936,118.88,216.93,8.7996,19.477,0.03122,vapor
40,7200,0.21037,4.7534,17.302,18.808,76.867,41.327,124.81,215.78,8.7282,19.692,0.032031,vapor
40,7300,0.21703,4.6076,17.216,18.697,76.446,41.738,131.48,214.6,8.6506,19.924,0.032915,vapor
40,7400,0.22407,4.4629,17.127,18.58,76.011,42.174,139.04,213.4,8.566,20.176,0.033884,supercritical
40,7500,0.23153,4.3191,17.033,18.458,75.559,42.636,147.66,212.17,8.4735,20.452,0.03495,supercritical
40,7600,0.23948,4.1757,16.933,18.33,75.089,43.127,157.59,210.92,8.3721,20.754,0.036128,supercritical
40,7700,0.24799,4.0325,16.828,18.194,74.598,43.65,169.11,209.63,8.2604,21.088,0.037435,supercritical
40,7800,0.25715,3.8888,16.715,18.05,74.082,44.21,182.62,208.31,8.137,21.459,0.038893,supercritical
40,7900,0.26707,3.7444,16.595,17.896,73.538,44.81,198.64,206.96,7.9999,21.875,0.040529,supercritical
40,8000,0.2779,3.5985,16.465,17.732,72.96,45.456,217.85,205.58,7.8468,22.345,0.042376,supercritical
40,8100,0.28982,3.4505,16.324,17.554,72.343,46.151,241.15,204.18,7.6747,22.882,0.044469,supercritical
40,8200,0.30305,3.2998,16.17,17.361,71.679,46.899,269.7,202.76,7.48,23.504,0.046853,supercritical
40,8300,0.3179,3.1457,16,17.149,70.959,47.703,304.89,201.35,7.2584,24.231,0.049569,supercritical
40,8400,0.33471,2.9876,15.812,16.917,70.174,48.559,348.26,199.98,7.0057,25.095,0.052654,supercritical
40,8500,0.35391,2.8256,15.603,16.66,69.314,49.447,401.14,198.72,6.7187,26.134,0.056118,supercritical
40,8600,0.37595,2.66,15.371,16.377,68.371,50.314,463.77,197.71,6.3961,27.394,0.059921,supercritical
40,8700,0.40113,2.493,15.114,16.068,67.347,51.045,531.35,197.29,6.0359,28.926,0.063864,supercritical
40,8800,0.4291,2.3305,14.839,15.741,66.269,51.469,583.64,198.13,5.6361,30.746,0.067322,supercritical
40,8900,0.45803,2.1833,14.565,15.42,65.213,51.462,591.13,200.75,5.2149,32.761,0.069471,supercritical
40,9000,0.4855,2.0597,14.314,15.13,64.256,51.07,564.78,204.95,4.8185,34.806,0.07059,supercritical
40,9100,0.51038,1.9593,14.093,14.877,63.421,50.43,521.11,210.54,4.4581,36.772,0.071069,supercritical
40,9200,0.53204,1.8796,13.904,14.665,62.715,49.679,469.06,217.14,4.1345,38.578,0.071064,supercritical
40,9300,0.55054,1.8164,13.744,14.487,62.123,48.919,419.67,224.22,3.8509,40.193,0.070875,supercritical
40,9400,0.56635,1.7657,13.609,14.339,61.624,48.205,378.06,231.38,3.6058,41.629,0.070706,supercritical
40,9500,0.58001,1.7241,13.492,14.213,61.197,47.559,344.5,238.41,3.394,42.912,0.070631,supercritical
40,9600,0.59197,1.6893,13.39,14.104,60.824,46.986,317.52,245.22,3.2097,44.069,0.070655,supercritical
40,9700,0.60258,1.6595,13.3,14.008,60.495,46.481,295.55,251.77,3.0477,45.124,0.070763,supercritical
40,9800,0.61211,1.6337,13.218,13.923,60.2,46.035,277.35,258.07,2.904,46.092,0.070934,supercritical
40,9900,0.62073,1.611,13.144,13.846,59.933,45.642,262.04,264.1,2.7754,46.989,0.071153,supercritical
40,10000,0.62861,1.5908,13.077,13.777,59.689,45.292,248.98,269.89,2.6596,47.825,0.07141,supercritical
