Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
37,5000,0.11598,8.6225,18.463,20.361,83.867,35.854,66.972,234.81,9.778,16.944,0.022646,vapor
37,5100,0.1194,8.3749,18.415,20.295,83.533,36.061,68.398,233.85,9.7613,17.016,0.022889,vapor
37,5200,0.12291,8.1357,18.365,20.227,83.198,36.274,69.91,232.88,9.7431,17.092,0.023145,vapor
37,5300,0.12651,7.9043,18.315,20.158,82.863,36.494,71.516,231.9,9.7236,17.171,0.023415,vapor
37,5400,0.1302,7.6802,18.263,20.088,82.525,36.721,73.226,230.9,9.7025,17.254,0.023701,vapor
37,5500,0.134,7.4629,18.21,20.016,82.186,36.955,75.05,229.89,9.6797,17.342,0.024004,vapor
37,5600,0.13789,7.2521,18.155,19.943,81.845,37.198,77.001,228.87,9.6552,17.434,0.024325,vapor
37,5700,0.1419,7.0471,18.1,19.868,81.501,37.449,79.093,227.84,9.6286,17.531,0.024666,vapor
37,5800,0.14603,6.8478,18.042,19.79,81.154,37.709,81.343,226.79,9.6,17.634,0.025029,vapor
37,5900,0.15029,6.6537,17.984,19.711,80.803,37.98,83.768,225.72,9.5692,17.742,0.025416,vapor
37,6000,0.15469,6.4644,17.923,19.63,80.448,38.262,86.392,224.64,9.5358,17.856,0.02583,vapor
37,6100,0.15925,6.2796,17.861,19.546,80.088,38.555,89.241,223.55,9.4997,17.978,0.026273,vapor
37,6200,0.16396,6.099,17.796,19.46,79.723,38.861,92.345,222.43,9.4606,18.107,0.026748,vapor
37,6300,0.16886,5.9222,17.73,19.372,79.351,39.182,95.741,221.29,9.4183,18.244,0.02726,vapor
37,6400,0.17395,5.7489,17.661,19.28,78.973,39.518,99.473,220.13,9.3724,18.391,0.027812,vapor
37,6500,0.17925,5.5787,17.589,19.185,78.587,39.871,103.6,218.95,9.3224,18.547,0.02841,vapor
37,6600,0.18479,5.4114,17.515,19.087,78.191,40.244,108.17,217.74,9.2681,18.715,0.029059,vapor
37,6700,0.1906,5.2466,17.437,18.984,77.786,40.637,113.29,216.5,9.2088,18.896,0.029766,vapor
37,6800,0.1967,5.0839,17.356,18.878,77.369,41.055,119.04,215.23,9.1439,19.091,0.03054,vapor
37,6900,0.20313,4.9229,17.272,18.767,76.939,41.499,125.56,213.93,9.0728,19.302,0.031391,vapor
37,7000,0.20994,4.7633,17.182,18.65,76.494,41.974,133.01,212.59,8.9946,19.532,0.032331,vapor
37,7100,0.21718,4.6046,17.088,18.527,76.032,42.484,141.61,211.2,8.9083,19.785,0.033375,vapor
37,7200,0.22491,4.4462,16.988,18.397,75.549,43.034,151.65,209.77,8.8125,20.063,0.034542,vapor
37,7300,0.23323,4.2877,16.882,18.259,75.042,43.631,163.52,208.27,8.7059,20.371,0.035856,vapor
37,7400,0.24223,4.1283,16.768,18.112,74.508,44.283,177.77,206.7,8.5864,20.717,0.03735,vapor
37,7400.1,0.24223,4.1283,16.768,18.112,74.508,44.283,177.77,206.7,8.5864,20.717,0.03735,supercritical
37,7500,0.25207,3.9671,16.644,17.953,73.939,45.001,195.16,205.06,8.4515,21.107,0.039063,supercritical
37,7600,0.26293,3.8032,16.509,17.781,73.329,45.799,216.86,203.31,8.2981,21.555,0.041053,supercritical
37,7700,0.27508,3.6353,16.36,17.592,72.667,46.695,244.61,201.46,8.1217,22.077,0.043397,supercritical
37,7800,0.2889,3.4614,16.194,17.382,71.939,47.711,281.15,199.46,7.916,22.696,0.046201,supercritical
37,7900,0.30493,3.2794,16.004,17.145,71.125,48.876,330.93,197.32,7.6725,23.45,0.049618,supercritical
37,8000,0.32402,3.0862,15.784,16.871,70.197,50.223,401.23,195,7.3786,24.397,0.053859,supercritical
37,8100,0.34748,2.8778,15.522,16.547,69.112,51.773,503.66,192.53,7.0183,25.636,0.059181,supercritical
37,8200,0.37733,2.6502,15.201,16.157,67.814,53.449,654.73,190.01,6.5766,27.332,0.065817,supercritical
37,8300,0.41617,2.4029,14.805,15.683,66.25,54.775,849.92,188.38,6.0342,29.747,0.073254,supercritical
37,8400,0.46199,2.1646,14.369,15.169,64.561,54.759,902.77,190.66,5.388,32.907,0.077215,supercritical
37,8500,0.50409,1.9838,13.992,14.734,63.128,53.551,794.87,197.27,4.7931,36.126,0.077506,supercritical
37,8600,0.53745,1.8606,13.704,14.409,62.052,52.054,637.83,206.53,4.2927,38.908,0.076066,supercritical
37,8700,0.56242,1.778,13.494,14.174,61.271,50.705,515.19,216.37,3.8964,41.133,0.07462,supercritical
37,8800,0.5817,1.7191,13.332,13.998,60.677,49.585,434.68,225.89,3.5843,42.941,0.073723,supercritical
37,8900,0.59727,1.6743,13.202,13.858,60.201,48.662,379.96,234.87,3.3316,44.463,0.073235,supercritical
37,9000,0.6103,1.6385,13.093,13.742,59.804,47.892,340.46,243.29,3.1213,45.779,0.073005,supercritical
37,9100,0.62148,1.6091,12.999,13.643,59.463,47.239,310.58,251.18,2.9428,46.941,0.072947,supercritical
37,9200,0.63126,1.5841,12.916,13.558,59.165,46.679,287.19,258.59,2.7887,47.985,0.073008,supercritical
37,9300,0.63996,1.5626,12.843,13.482,58.899,46.194,268.38,265.57,2.654,48.934,0.073156,supercritical
37,9400,0.6478,1.5437,12.776,13.415,58.659,45.769,252.92,272.14,2.5348,49.807,0.073364,supercritical
37,9500,0.65493,1.5269,12.715,13.354,58.44,45.395,239.99,278.36,2.4284,50.616,0.073617,supercritical
37,9600,0.66148,1.5118,12.659,13.298,58.239,45.064,228.99,284.27,2.3326,51.371,0.073902,supercritical
37,9700,0.66753,1.4981,12.607,13.247,58.052,44.768,219.53,289.88,2.2457,52.082,0.074209,supercritical
37,9800,0.67317,1.4855,12.558,13.199,57.878,44.503,211.29,295.24,2.1663,52.752,0.074531,supercritical
37,9900,0.67844,1.474,12.513,13.155,57.714,44.264,204.04,300.37,2.0934,53.389,0.074865,supercritical
37,10000,0.6834,1.4633,12.469,13.113,57.56,44.047,197.61,305.28,2.0262,53.996,0.075205,supercritical
