Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
21,3400,0.077212,12.951,18.481,20.419,86.511,33.916,56.823,236.36,11.463,15.473,0.019199,vapor
21,3500,0.080246,12.462,18.434,20.353,86.097,34.149,58.004,235.23,11.463,15.52,0.019371,vapor
21,3600,0.083353,11.997,18.385,20.286,85.685,34.39,59.26,234.08,11.461,15.569,0.019553,vapor
21,3700,0.086538,11.556,18.336,20.217,85.276,34.641,60.6,232.91,11.459,15.621,0.019747,vapor
21,3800,0.089805,11.135,18.285,20.147,84.867,34.902,62.034,231.71,11.456,15.676,0.019953,vapor
21,3900,0.09316,10.734,18.233,20.075,84.459,35.173,63.571,230.5,11.452,15.734,0.020172,vapor
21,4000,0.096611,10.351,18.179,20.002,84.051,35.457,65.226,229.26,11.446,15.795,0.020407,vapor
21,4100,0.10016,9.9837,18.124,19.926,83.642,35.753,67.012,227.99,11.44,15.86,0.020658,vapor
21,4200,0.10383,9.6316,18.068,19.848,83.231,36.064,68.948,226.7,11.432,15.929,0.020928,vapor
21,4300,0.10761,9.2931,18.01,19.768,82.817,36.391,71.055,225.37,11.422,16.002,0.021219,vapor
21,4400,0.11152,8.9672,17.949,19.686,82.4,36.736,73.358,224.01,11.41,16.079,0.021534,vapor
21,4500,0.11557,8.6528,17.887,19.601,81.979,37.1,75.889,222.61,11.397,16.162,0.021875,vapor
21,4600,0.11978,8.3488,17.823,19.513,81.553,37.487,78.686,221.17,11.381,16.25,0.022248,vapor
21,4700,0.12416,8.0543,17.755,19.421,81.12,37.9,81.796,219.69,11.363,16.345,0.022655,vapor
21,4800,0.12873,7.7683,17.686,19.327,80.68,38.341,85.281,218.16,11.342,16.447,0.023104,vapor
21,4900,0.13351,7.4899,17.613,19.228,80.23,38.816,89.218,216.57,11.317,16.557,0.0236,vapor
21,5000,0.13854,7.2181,17.536,19.125,79.768,39.329,93.71,214.91,11.289,16.676,0.024154,vapor
21,5100,0.14384,6.952,17.456,19.016,79.293,39.889,98.894,213.19,11.256,16.805,0.024776,vapor
21,5200,0.14947,6.6905,17.37,18.902,78.802,40.504,104.96,211.38,11.217,16.947,0.025482,vapor
21,5300,0.15546,6.4324,17.28,18.78,78.291,41.187,112.17,209.47,11.172,17.103,0.026291,vapor
21,5400,0.16191,6.1763,17.183,18.65,77.756,41.954,120.93,207.43,11.119,17.276,0.027234,vapor
21,5500,0.1689,5.9206,17.077,18.511,77.19,42.83,131.85,205.25,11.055,17.471,0.028351,vapor
21,5600,0.17658,5.6631,16.962,18.358,76.584,43.854,145.95,202.87,10.978,17.694,0.029707,vapor
21,5700,0.18516,5.4007,16.834,18.188,75.926,45.089,165.07,200.22,10.882,17.952,0.031411,vapor
21,5800,0.195,5.1283,16.687,17.996,75.192,46.657,192.96,197.19,10.759,18.262,0.033665,vapor
21,5864.8,0.20232,4.9427,16.578,17.853,74.658,47.967,219.59,194.91,10.656,18.501,0.03561,vapor
21,5864.8,0.7624,1.3116,11.075,11.413,52.764,44.843,199.19,326.09,1.6126,64.427,0.084511,liquid
21,5900,0.76385,1.3091,11.062,11.402,52.72,44.735,196.48,328.45,1.5911,64.654,0.084633,liquid
21,6000,0.76779,1.3024,11.028,11.372,52.598,44.456,189.58,334.83,1.5342,65.274,0.084985,liquid
21,6100,0.77148,1.2962,10.996,11.344,52.483,44.213,183.63,340.77,1.4828,65.862,0.085341,liquid
21,6200,0.77495,1.2904,10.965,11.317,52.373,43.997,178.43,346.37,1.4358,66.422,0.085696,liquid
21,6300,0.77824,1.2849,10.936,11.292,52.27,43.802,173.83,351.68,1.3926,66.959,0.08605,liquid
21,6400,0.78138,1.2798,10.908,11.269,52.17,43.626,169.73,356.73,1.3527,67.474,0.0864,liquid
21,6500,0.78436,1.2749,10.882,11.246,52.075,43.464,166.03,361.56,1.3155,67.97,0.086747,liquid
21,6600,0.78722,1.2703,10.856,11.225,51.983,43.315,162.67,366.2,1.2807,68.449,0.087089,liquid
21,6700,0.78997,1.2659,10.832,11.205,51.895,43.178,159.61,370.66,1.2481,68.913,0.087426,liquid
21,6800,0.79261,1.2617,10.808,11.185,51.81,43.051,156.79,374.96,1.2174,69.364,0.087759,liquid
21,6900,0.79515,1.2576,10.785,11.167,51.728,42.932,154.2,379.12,1.1884,69.801,0.088086,liquid
21,7000,0.79761,1.2537,10.762,11.149,51.648,42.821,151.8,383.14,1.161,70.227,0.088408,liquid
21,7100,0.79999,1.25,10.741,11.131,51.57,42.717,149.56,387.04,1.1349,70.641,0.088726,liquid
21,7200,0.80229,1.2464,10.72,11.115,51.495,42.619,147.48,390.83,1.1101,71.046,0.089039,liquid
21,7300,0.80452,1.243,10.699,11.099,51.422,42.527,145.53,394.52,1.0865,71.442,0.089347,liquid
21,7400,0.80668,1.2396,10.679,11.083,51.35,42.441,143.7,398.11,1.064,71.828,0.089651,liquid
21,7500,0.80879,1.2364,10.66,11.068,51.28,42.359,141.98,401.6,1.0424,72.207,0.08995,liquid
21,7600,0.81084,1.2333,10.641,11.053,51.212,42.282,140.35,405.01,1.0217,72.578,0.090245,liquid
21,7700,0.81284,1.2303,10.622,11.039,51.146,42.209,138.81,408.34,1.0019,72.942,0.090535,liquid
21,7800,0.81479,1.2273,10.604,11.026,51.081,42.139,137.36,411.6,0.98282,73.299,0.090822,liquid
21,7900,0.81669,1.2245,10.587,11.012,51.017,42.073,135.98,414.78,0.96449,73.65,0.091104,liquid
21,8000,0.81855,1.2217,10.569,10.999,50.955,42.011,134.66,417.89,0.94684,73.994,0.091383,liquid
21,8100,0.82036,1.219,10.552,10.987,50.894,41.951,133.41,420.94,0.92982,74.333,0.091658,liquid
21,8200,0.82214,1.2163,10.536,10.975,50.834,41.895,132.22,423.93,0.91339,74.667,0.09193,liquid
21,8300,0.82387,1.2138,10.519,10.963,50.776,41.841,131.08,426.85,0.89752,74.995,0.092198,liquid
21,8400,0.82558,1.2113,10.503,10.951,50.718,41.789,129.99,429.73,0.88218,75.318,0.092463,liquid
21,8500,0.82724,1.2088,10.487,10.94,50.661,41.74,128.94,432.55,0.86734,75.637,0.092725,liquid
21,8600,0.82888,1.2064,10.472,10.929,50.606,41.693,127.94,435.32,0.85296,75.951,0.092983,liquid
21,8700,0.83048,1.2041,10.457,10.918,50.551,41.648,126.98,438.04,0.83902,76.261,0.093238,liquid
21,8800,0.83206,1.2018,10.442,10.907,50.497,41.605,126.06,440.71,0.8255,76.567,0.093491,liquid
21,8900,0.8336,1.1996,10.427,10.897,50.444,41.563,125.17,443.34,0.81237,76.868,0.09374,liquid
21,9000,0.83512,1.1974,10.413,10.887,50.392,41.524,124.31,445.93,0.79963,77.166,0.093987,liquid
21,9100,0.83661,1.1953,10.398,10.877,50.341,41.486,123.49,448.48,0.78724,77.461,0.094231,liquid
21,9200,0.83808,1.1932,10.384,10.868,50.29,41.449,122.69,450.98,0.77519,77.752,0.094473,liquid
21,9300,0.83953,1.1911,10.371,10.858,50.241,41.414,121.92,453.45,0.76346,78.039,0.094712,liquid
21,9400,0.84095,1.1891,10.357,10.849,50.191,41.381,121.18,455.88,0.75205,78.324,0.094948,liquid
21,9500,0.84234,1.1872,10.344,10.84,50.143,41.349,120.46,458.28,0.74093,78.605,0.095183,liquid
21,9600,0.84372,1.1852,10.33,10.831,50.095,41.318,119.77,460.64,0.73009,78.883,0.095414,liquid
21,9700,0.84508,1.1833,10.317,10.822,50.048,41.288,119.1,462.97,0.71952,79.158,0.095644,liquid
21,9800,0.84641,1.1815,10.304,10.814,50.002,41.259,118.44,465.27,0.70921,79.431,0.095871,liquid
21,9900,0.84773,1.1796,10.292,10.806,49.956,41.231,117.81,467.54,0.69915,79.7,0.096096,liquid
21,10000,0.84903,1.1778,10.279,10.797,49.91,41.204,117.2,469.78,0.68933,79.968,0.096319,liquid
