Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
22,4500,0.11431,8.748,17.943,19.676,82.234,36.876,74.353,223.85,11.289,16.185,0.021804,vapor
22,4600,0.11841,8.4453,17.881,19.59,81.817,37.239,76.932,222.46,11.274,16.27,0.022155,vapor
22,4700,0.12267,8.1523,17.816,19.502,81.394,37.624,79.783,221.04,11.256,16.361,0.022538,vapor
22,4800,0.1271,7.8681,17.749,19.411,80.965,38.034,82.953,219.57,11.236,16.459,0.022956,vapor
22,4900,0.13172,7.5918,17.679,19.316,80.528,38.472,86.505,218.05,11.213,16.564,0.023416,vapor
22,5000,0.13656,7.3226,17.605,19.217,80.081,38.944,90.517,216.47,11.186,16.677,0.023926,vapor
22,5100,0.14165,7.0596,17.528,19.113,79.623,39.454,95.094,214.83,11.155,16.8,0.024493,vapor
22,5200,0.14702,6.8018,17.448,19.004,79.151,40.009,100.37,213.13,11.12,16.933,0.02513,vapor
22,5300,0.15271,6.5482,17.362,18.889,78.662,40.619,106.55,211.33,11.079,17.079,0.025853,vapor
22,5400,0.15879,6.2977,17.271,18.768,78.154,41.294,113.89,209.44,11.031,17.24,0.026681,vapor
22,5500,0.16532,6.049,17.174,18.638,77.621,42.052,122.8,207.43,10.974,17.419,0.027643,vapor
22,5600,0.1724,5.8004,17.068,18.498,77.058,42.916,133.88,205.27,10.907,17.62,0.028781,vapor
22,5700,0.18018,5.55,16.952,18.345,76.455,43.922,148.16,202.93,10.827,17.85,0.03016,vapor
22,5800,0.18887,5.2946,16.824,18.175,75.8,45.13,167.46,200.33,10.728,18.116,0.031886,vapor
22,5900,0.19882,5.0296,16.677,17.983,75.071,46.651,195.41,197.35,10.601,18.434,0.034154,vapor
22,6000,0.21068,4.7466,16.502,17.755,74.228,48.73,240.98,193.76,10.43,18.832,0.037395,vapor
22,6003.1,0.21108,4.7375,16.496,17.748,74.2,48.808,242.87,193.64,10.423,18.847,0.037519,vapor
22,6003.1,0.75077,1.332,11.219,11.571,53.274,45.239,213.29,314.08,1.7423,62.67,0.083395,liquid
22,6100,0.75521,1.3241,11.181,11.537,53.138,44.899,204.06,321.09,1.6733,63.343,0.083713,liquid
22,6200,0.75946,1.3167,11.145,11.504,53.007,44.602,196.11,327.74,1.6102,63.995,0.084057,liquid
22,6300,0.76342,1.3099,11.11,11.474,52.884,44.344,189.35,333.91,1.5536,64.61,0.08441,liquid
22,6400,0.76713,1.3036,11.078,11.445,52.768,44.117,183.5,339.69,1.5021,65.194,0.084765,liquid
22,6500,0.77064,1.2976,11.047,11.418,52.658,43.913,178.37,345.16,1.4551,65.75,0.085121,liquid
22,6600,0.77396,1.2921,11.018,11.393,52.554,43.729,173.83,350.35,1.4117,66.284,0.085474,liquid
22,6700,0.77712,1.2868,10.99,11.369,52.453,43.561,169.76,355.31,1.3715,66.796,0.085824,liquid
22,6800,0.78014,1.2818,10.963,11.347,52.357,43.407,166.09,360.06,1.3341,67.29,0.086171,liquid
22,6900,0.78303,1.2771,10.937,11.325,52.265,43.265,162.75,364.62,1.2991,67.768,0.086513,liquid
22,7000,0.7858,1.2726,10.912,11.304,52.176,43.133,159.7,369.01,1.2662,68.23,0.08685,liquid
22,7100,0.78847,1.2683,10.888,11.284,52.09,43.01,156.9,373.25,1.2352,68.678,0.087182,liquid
22,7200,0.79104,1.2642,10.865,11.265,52.007,42.895,154.32,377.35,1.206,69.114,0.08751,liquid
22,7300,0.79353,1.2602,10.842,11.247,51.926,42.787,151.92,381.33,1.1782,69.539,0.087832,liquid
22,7400,0.79593,1.2564,10.82,11.23,51.848,42.687,149.69,385.19,1.1519,69.952,0.08815,liquid
22,7500,0.79825,1.2527,10.799,11.213,51.772,42.592,147.61,388.94,1.1269,70.356,0.088463,liquid
22,7600,0.80051,1.2492,10.779,11.196,51.698,42.502,145.66,392.58,1.103,70.75,0.088771,liquid
22,7700,0.8027,1.2458,10.758,11.181,51.625,42.418,143.84,396.13,1.0801,71.136,0.089075,liquid
22,7800,0.80483,1.2425,10.739,11.165,51.555,42.338,142.11,399.6,1.0583,71.514,0.089375,liquid
22,7900,0.80691,1.2393,10.72,11.15,51.486,42.263,140.49,402.98,1.0374,71.884,0.08967,liquid
22,8000,0.80893,1.2362,10.701,11.136,51.419,42.191,138.95,406.28,1.0173,72.247,0.089961,liquid
22,8100,0.8109,1.2332,10.683,11.122,51.354,42.123,137.49,409.5,0.99802,72.603,0.090248,liquid
22,8200,0.81282,1.2303,10.665,11.109,51.29,42.059,136.11,412.66,0.97945,72.953,0.090531,liquid
22,8300,0.8147,1.2274,10.647,11.096,51.227,41.997,134.79,415.75,0.96157,73.296,0.09081,liquid
22,8400,0.81654,1.2247,10.63,11.083,51.165,41.939,133.54,418.78,0.94433,73.634,0.091086,liquid
22,8500,0.81833,1.222,10.613,11.07,51.105,41.883,132.34,421.74,0.92768,73.967,0.091358,liquid
22,8600,0.82009,1.2194,10.597,11.058,51.045,41.83,131.2,424.65,0.9116,74.295,0.091627,liquid
22,8700,0.82181,1.2168,10.58,11.046,50.987,41.779,130.1,427.51,0.89605,74.617,0.091892,liquid
22,8800,0.8235,1.2143,10.565,11.035,50.93,41.731,129.06,430.31,0.881,74.935,0.092154,liquid
22,8900,0.82515,1.2119,10.549,11.024,50.874,41.684,128.05,433.06,0.86643,75.249,0.092413,liquid
22,9000,0.82678,1.2095,10.534,11.013,50.819,41.64,127.09,435.77,0.85229,75.558,0.092669,liquid
22,9100,0.82837,1.2072,10.518,11.002,50.765,41.597,126.16,438.43,0.83858,75.863,0.092922,liquid
22,9200,0.82993,1.2049,10.504,10.991,50.711,41.557,125.27,441.05,0.82527,76.164,0.093172,liquid
22,9300,0.83147,1.2027,10.489,10.981,50.659,41.517,124.41,443.62,0.81235,76.461,0.093419,liquid
22,9400,0.83298,1.2005,10.475,10.971,50.607,41.48,123.58,446.16,0.79978,76.755,0.093664,liquid
22,9500,0.83446,1.1984,10.46,10.961,50.556,41.444,122.78,448.65,0.78756,77.045,0.093906,liquid
22,9600,0.83592,1.1963,10.447,10.952,50.505,41.409,122.01,451.11,0.77567,77.332,0.094145,liquid
22,9700,0.83736,1.1942,10.433,10.943,50.456,41.376,121.27,453.54,0.76409,77.616,0.094382,liquid
22,9800,0.83877,1.1922,10.419,10.933,50.407,41.344,120.54,455.92,0.75281,77.896,0.094617,liquid
22,9900,0.84016,1.1902,10.406,10.924,50.359,41.313,119.85,458.28,0.74181,78.174,0.094849,liquid
22,10000,0.84153,1.1883,10.393,10.916,50.311,41.283,119.17,460.6,0.73109,78.448,0.095079,liquid
