Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
52,7500.1,0.18891,5.2934,18.051,19.799,79.766,38.593,90.545,230.98,7.9976,19.561,0.029207,supercritical
52,7666.7,0.1964,5.0916,17.958,19.676,79.272,38.922,94.382,229.82,7.923,19.799,0.029921,supercritical
52,7833.3,0.20423,4.8965,17.861,19.549,78.769,39.264,98.601,228.68,7.842,20.057,0.030693,supercritical
52,8000,0.21242,4.7076,17.761,19.418,78.258,39.617,103.25,227.56,7.7541,20.336,0.031529,supercritical
52,8166.7,0.22102,4.5245,17.656,19.282,77.736,39.982,108.4,226.46,7.6587,20.64,0.032435,supercritical
52,8333.3,0.23006,4.3468,17.547,19.141,77.202,40.361,114.1,225.39,7.5551,20.97,0.033418,supercritical
52,8500,0.23958,4.1739,17.433,18.995,76.655,40.751,120.44,224.35,7.4424,21.332,0.034484,supercritical
52,8666.7,0.24965,4.0057,17.315,18.842,76.094,41.152,127.5,223.37,7.3199,21.728,0.035641,supercritical
52,8833.3,0.2603,3.8417,17.19,18.684,75.517,41.564,135.37,222.44,7.1865,22.163,0.036895,supercritical
52,9000,0.27161,3.6818,17.06,18.518,74.923,41.983,144.12,221.6,7.0414,22.643,0.038253,supercritical
52,9166.7,0.28362,3.5258,16.923,18.345,74.31,42.407,153.83,220.86,6.8835,23.174,0.039719,supercritical
52,9333.3,0.29641,3.3737,16.779,18.165,73.678,42.831,164.52,220.26,6.7119,23.762,0.041293,supercritical
52,9500,0.31003,3.2255,16.629,17.977,73.026,43.248,176.18,219.82,6.5259,24.415,0.04297,supercritical
52,9666.7,0.32453,3.0814,16.471,17.782,72.354,43.649,188.66,219.59,6.3252,25.139,0.044741,supercritical
52,9833.3,0.33991,2.9419,16.306,17.58,71.665,44.024,201.72,219.63,6.1103,25.943,0.046586,supercritical
52,10000,0.35618,2.8076,16.136,17.371,70.959,44.359,214.94,220,5.8823,26.831,0.048478,supercritical
52,10167,0.37325,2.6792,15.96,17.159,70.243,44.643,227.74,220.77,5.6429,27.806,0.05038,supercritical
52,10333,0.39101,2.5575,15.781,16.944,69.523,44.862,239.33,222.02,5.3941,28.868,0.052247,supercritical
52,10500,0.40925,2.4435,15.6,16.729,68.808,45.01,248.79,223.83,5.1387,30.01,0.054026,supercritical
52,10667,0.42768,2.3382,15.421,16.519,68.106,45.083,255.19,226.23,4.8802,31.217,0.055665,supercritical
52,10833,0.446,2.2422,15.246,16.315,67.429,45.082,257.91,229.25,4.623,32.47,0.057125,supercritical
52,11000,0.46387,2.1558,15.079,16.122,66.785,45.014,256.98,232.84,4.3719,33.747,0.058396,supercritical
52,11167,0.48103,2.0789,14.92,15.941,66.181,44.888,253.24,236.92,4.1324,35.023,0.059508,supercritical
52,11333,0.49732,2.0108,14.771,15.774,65.619,44.722,247.44,241.47,3.9058,36.282,0.060488,supercritical
52,11500,0.51264,1.9507,14.632,15.619,65.099,44.531,240.27,246.39,3.6934,37.509,0.06136,supercritical
52,11667,0.52695,1.8977,14.503,15.478,64.621,44.328,232.38,251.59,3.4959,38.695,0.062153,supercritical
52,11833,0.54026,1.851,14.384,15.348,64.18,44.123,224.25,256.95,3.3133,39.832,0.062888,supercritical
52,12000,0.55263,1.8095,14.274,15.23,63.774,43.922,216.21,262.42,3.1451,40.92,0.063581,supercritical
52,12167,0.56411,1.7727,14.172,15.121,63.4,43.728,208.48,267.92,2.9905,41.959,0.064246,supercritical
52,12333,0.57479,1.7398,14.077,15.021,63.054,43.542,201.19,273.41,2.8485,42.949,0.064889,supercritical
52,12500,0.58474,1.7102,13.989,14.93,62.733,43.365,194.39,278.87,2.7179,43.893,0.065518,supercritical
52,12667,0.59403,1.6834,13.907,14.845,62.434,43.198,188.11,284.26,2.5977,44.795,0.066134,supercritical
52,12833,0.60272,1.6591,13.829,14.767,62.155,43.041,182.33,289.58,2.487,45.656,0.06674,supercritical
52,13000,0.61089,1.637,13.757,14.694,61.894,42.893,177.03,294.81,2.3848,46.481,0.067337,supercritical
52,13167,0.61857,1.6166,13.689,14.626,61.648,42.754,172.18,299.96,2.2901,47.272,0.067925,supercritical
52,13333,0.62582,1.5979,13.624,14.562,61.416,42.623,167.72,305.01,2.2023,48.032,0.068504,supercritical
52,13500,0.63268,1.5806,13.563,14.502,61.197,42.501,163.63,309.96,2.1206,48.764,0.069074,supercritical
52,13667,0.63919,1.5645,13.505,14.446,60.989,42.386,159.85,314.82,2.0445,49.469,0.069634,supercritical
52,13833,0.64538,1.5495,13.45,14.393,60.791,42.278,156.37,319.58,1.9734,50.149,0.070185,supercritical
52,14000,0.65127,1.5355,13.397,14.343,60.602,42.176,153.15,324.25,1.9068,50.807,0.070726,supercritical
52,14167,0.6569,1.5223,13.347,14.296,60.422,42.08,150.16,328.83,1.8442,51.445,0.071258,supercritical
52,14333,0.66228,1.5099,13.298,14.251,60.249,41.989,147.38,333.32,1.7854,52.062,0.071781,supercritical
52,14500,0.66743,1.4983,13.252,14.208,60.084,41.903,144.78,337.73,1.73,52.662,0.072294,supercritical
52,14667,0.67238,1.4873,13.207,14.167,59.925,41.821,142.35,342.05,1.6776,53.245,0.072798,supercritical
52,14833,0.67714,1.4768,13.164,14.128,59.772,41.744,140.08,346.29,1.6281,53.812,0.073293,supercritical
52,15000,0.68171,1.4669,13.123,14.091,59.624,41.671,137.94,350.46,1.5811,54.365,0.07378,supercritical
52,15167,0.68612,1.4575,13.083,14.056,59.482,41.601,135.93,354.55,1.5366,54.903,0.074258,supercritical
52,15333,0.69038,1.4485,13.044,14.022,59.344,41.534,134.04,358.57,1.4942,55.429,0.074728,supercritical
52,15500,0.69449,1.4399,13.007,13.989,59.211,41.471,132.25,362.52,1.4539,55.942,0.075189,supercritical
52,15667,0.69847,1.4317,12.97,13.958,59.082,41.41,130.56,366.4,1.4155,56.444,0.075643,supercritical
52,15833,0.70233,1.4238,12.935,13.927,58.957,41.352,128.96,370.22,1.3788,56.936,0.07609,supercritical
52,16000,0.70606,1.4163,12.901,13.898,58.836,41.297,127.44,373.98,1.3438,57.416,0.076529,supercritical
52,16167,0.70968,1.4091,12.868,13.87,58.717,41.244,126,377.67,1.3103,57.888,0.076961,supercritical
52,16333,0.7132,1.4021,12.835,13.843,58.603,41.193,124.63,381.31,1.2782,58.35,0.077387,supercritical
52,16500,0.71662,1.3954,12.804,13.817,58.491,41.144,123.32,384.89,1.2474,58.803,0.077806,supercritical
52,16667,0.71995,1.389,12.773,13.792,58.382,41.097,122.08,388.42,1.2179,59.248,0.078218,supercritical
52,16833,0.72319,1.3828,12.743,13.767,58.276,41.052,120.89,391.89,1.1895,59.685,0.078624,supercritical
52,17000,0.72634,1.3768,12.714,13.744,58.172,41.009,119.76,395.32,1.1623,60.114,0.079025,supercritical
52,17167,0.72942,1.371,12.685,13.721,58.071,40.968,118.67,398.69,1.1361,60.537,0.079419,supercritical
52,17333,0.73242,1.3653,12.657,13.699,57.972,40.928,117.63,402.02,1.1108,60.952,0.079808,supercritical
52,17500,0.73534,1.3599,12.63,13.678,57.875,40.89,116.64,405.3,1.0864,61.361,0.080192,supercritical
52,17667,0.73821,1.3546,12.603,13.657,57.781,40.853,115.68,408.54,1.063,61.764,0.08057,supercritical
52,17833,0.741,1.3495,12.577,13.637,57.688,40.818,114.77,411.74,1.0403,62.161,0.080944,supercritical
52,18000,0.74373,1.3446,12.552,13.617,57.597,40.784,113.89,414.89,1.0184,62.552,0.081312,supercritical
52,18167,0.74641,1.3397,12.527,13.598,57.508,40.751,113.04,418,0.99725,62.937,0.081676,supercritical
52,18333,0.74903,1.3351,12.502,13.579,57.421,40.72,112.23,421.07,0.97678,63.317,0.082035,supercritical
52,18500,0.75159,1.3305,12.478,13.561,57.336,40.69,111.44,424.11,0.95697,63.692,0.08239,supercritical
52,18667,0.7541,1.3261,12.454,13.544,57.252,40.661,110.69,427.1,0.93779,64.063,0.08274,supercritical
52,18833,0.75657,1.3218,12.431,13.527,57.17,40.633,109.96,430.06,0.9192,64.428,0.083086,supercritical
52,19000,0.75898,1.3176,12.408,13.51,57.089,40.606,109.25,432.99,0.90117,64.789,0.083428,supercritical
52,19167,0.76135,1.3135,12.386,13.494,57.009,40.58,108.57,435.88,0.88369,65.146,0.083766,supercritical
52,19333,0.76368,1.3095,12.364,13.478,56.931,40.555,107.92,438.73,0.86671,65.498,0.0841,supercritical
52,19500,0.76596,1.3056,12.342,13.463,56.854,40.53,107.28,441.56,0.85023,65.847,0.084431,supercritical
52,19667,0.7682,1.3017,12.321,13.448,56.779,40.507,106.67,444.35,0.83422,66.192,0.084758,supercritical
52,19833,0.77041,1.298,12.3,13.433,56.704,40.485,106.07,447.11,0.81865,66.532,0.085081,supercritical
52,20000,0.77257,1.2944,12.279,13.419,56.631,40.463,105.5,449.85,0.80351,66.869,0.085401,supercritical
52,20167,0.7747,1.2908,12.259,13.405,56.559,40.443,104.94,452.55,0.78878,67.203,0.085718,supercritical
52,20333,0.7768,1.2873,12.239,13.391,56.488,40.423,104.4,455.22,0.77444,67.533,0.086031,supercritical
52,20500,0.77886,1.2839,12.219,13.378,56.418,40.403,103.87,457.87,0.76047,67.86,0.086341,supercritical
52,20667,0.78088,1.2806,12.2,13.365,56.349,40.385,103.36,460.48,0.74687,68.184,0.086648,supercritical
52,20833,0.78288,1.2773,12.181,13.352,56.281,40.367,102.86,463.08,0.73361,68.504,0.086952,supercritical
52,21000,0.78484,1.2741,12.162,13.34,56.214,40.35,102.38,465.64,0.72069,68.822,0.087253,supercritical
52,21167,0.78678,1.271,12.143,13.327,56.148,40.333,101.91,468.18,0.70808,69.137,0.087552,supercritical
52,21333,0.78869,1.2679,12.125,13.316,56.083,40.317,101.46,470.7,0.69578,69.448,0.087847,supercritical
52,21500,0.79057,1.2649,12.107,13.304,56.018,40.302,101.01,473.19,0.68378,69.758,0.08814,supercritical
52,21667,0.79242,1.262,12.089,13.293,55.955,40.287,100.58,475.65,0.67205,70.064,0.08843,supercritical
52,21833,0.79425,1.2591,12.072,13.281,55.892,40.273,100.16,478.1,0.66061,70.368,0.088717,supercritical
52,22000,0.79605,1.2562,12.054,13.27,55.83,40.259,99.749,480.52,0.64942,70.669,0.089002,supercritical
52,22167,0.79782,1.2534,12.037,13.26,55.769,40.246,99.35,482.91,0.63849,70.968,0.089285,supercritical
52,22333,0.79958,1.2507,12.02,13.249,55.709,40.233,98.96,485.29,0.6278,71.264,0.089565,supercritical
52,22500,0.8013,1.248,12.003,13.239,55.649,40.221,98.58,487.65,0.61735,71.558,0.089843,supercritical
52,22667,0.80301,1.2453,11.987,13.229,55.59,40.209,98.209,489.98,0.60713,71.85,0.090118,supercritical
52,22833,0.8047,1.2427,11.97,13.219,55.531,40.198,97.847,492.29,0.59713,72.14,0.090391,supercritical
52,23000,0.80636,1.2401,11.954,13.21,55.474,40.187,97.494,494.59,0.58734,72.427,0.090662,supercritical
52,23167,0.808,1.2376,11.938,13.2,55.417,40.176,97.149,496.86,0.57775,72.713,0.090931,supercritical
52,23333,0.80962,1.2351,11.923,13.191,55.36,40.166,96.812,499.11,0.56837,72.996,0.091197,supercritical
52,23500,0.81123,1.2327,11.907,13.182,55.305,40.156,96.482,501.35,0.55917,73.277,0.091462,supercritical
52,23667,0.81281,1.2303,11.891,13.173,55.25,40.147,96.16,503.57,0.55017,73.557,0.091725,supercritical
52,23833,0.81438,1.2279,11.876,13.164,55.195,40.138,95.844,505.77,0.54134,73.834,0.091985,supercritical
52,24000,0.81592,1.2256,11.861,13.156,55.141,40.129,95.536,507.95,0.53269,74.11,0.092244,supercritical
52,24167,0.81745,1.2233,11.846,13.147,55.087,40.121,95.234,510.11,0.52421,74.384,0.092501,supercritical
52,24333,0.81896,1.2211,11.831,13.139,55.035,40.113,94.939,512.26,0.51589,74.656,0.092755,supercritical
52,24500,0.82046,1.2188,11.817,13.131,54.982,40.105,94.65,514.39,0.50773,74.926,0.093009,supercritical
52,24667,0.82194,1.2166,11.802,13.123,54.93,40.098,94.367,516.5,0.49972,75.195,0.09326,supercritical
52,24833,0.8234,1.2145,11.788,13.115,54.879,40.09,94.089,518.6,0.49186,75.462,0.093509,supercritical
52,25000,0.82485,1.2123,11.774,13.107,54.828,40.084,93.817,520.68,0.48415,75.727,0.093757,supercritical
52,25167,0.82628,1.2102,11.76,13.1,54.778,40.077,93.551,522.74,0.47658,75.991,0.094003,supercritical
52,25333,0.82769,1.2082,11.746,13.093,54.728,40.071,93.29,524.79,0.46915,76.254,0.094248,supercritical
52,25500,0.82909,1.2061,11.732,13.085,54.678,40.065,93.034,526.83,0.46185,76.514,0.09449,supercritical
52,25667,0.83048,1.2041,11.718,13.078,54.629,40.059,92.783,528.85,0.45468,76.774,0.094732,supercritical
52,25833,0.83186,1.2021,11.705,13.071,54.581,40.053,92.537,530.86,0.44763,77.032,0.094971,supercritical
52,26000,0.83321,1.2002,11.691,13.064,54.533,40.048,92.295,532.85,0.44071,77.288,0.095209,supercritical
52,26167,0.83456,1.1982,11.678,13.058,54.485,40.043,92.058,534.83,0.4339,77.543,0.095446,supercritical
52,26333,0.83589,1.1963,11.665,13.051,54.438,40.038,91.825,536.79,0.42722,77.797,0.095681,supercritical
52,26500,0.83721,1.1944,11.652,13.045,54.391,40.033,91.596,538.74,0.42064,78.049,0.095915,supercritical
52,26667,0.83852,1.1926,11.639,13.038,54.344,40.029,91.372,540.68,0.41417,78.3,0.096147,supercritical
52,26833,0.83982,1.1907,11.626,13.032,54.298,40.024,91.151,542.6,0.40781,78.55,0.096378,supercritical
52,27000,0.8411,1.1889,11.613,13.026,54.252,40.02,90.935,544.52,0.40156,78.798,0.096607,supercritical
52,27167,0.84237,1.1871,11.601,13.02,54.207,40.016,90.722,546.41,0.3954,79.046,0.096835,supercritical
52,27333,0.84363,1.1854,11.588,13.014,54.162,40.012,90.513,548.3,0.38935,79.292,0.097062,supercritical
52,27500,0.84488,1.1836,11.576,13.008,54.117,40.009,90.307,550.18,0.38339,79.536,0.097287,supercritical
52,27667,0.84612,1.1819,11.563,13.002,54.073,40.005,90.105,552.04,0.37752,79.78,0.097511,supercritical
52,27833,0.84734,1.1802,11.551,12.997,54.029,40.002,89.907,553.89,0.37175,80.023,0.097734,supercritical
52,28000,0.84856,1.1785,11.539,12.991,53.986,39.999,89.711,555.73,0.36606,80.264,0.097956,supercritical
52,28167,0.84976,1.1768,11.527,12.986,53.942,39.996,89.519,557.56,0.36046,80.504,0.098176,supercritical
52,28333,0.85096,1.1751,11.515,12.981,53.899,39.993,89.33,559.37,0.35495,80.744,0.098395,supercritical
52,28500,0.85214,1.1735,11.503,12.975,53.857,39.991,89.144,561.18,0.34952,80.982,0.098613,supercritical
52,28667,0.85332,1.1719,11.492,12.97,53.815,39.988,88.961,562.97,0.34417,81.219,0.09883,supercritical
52,28833,0.85448,1.1703,11.48,12.965,53.773,39.986,88.781,564.76,0.3389,81.455,0.099046,supercritical
52,29000,0.85564,1.1687,11.469,12.96,53.731,39.983,88.604,566.53,0.33371,81.69,0.09926,supercritical
52,29167,0.85679,1.1672,11.457,12.955,53.689,39.981,88.429,568.29,0.32859,81.924,0.099473,supercritical
52,29333,0.85792,1.1656,11.446,12.95,53.648,39.979,88.257,570.05,0.32354,82.158,0.099686,supercritical
52,29500,0.85905,1.1641,11.434,12.946,53.608,39.977,88.088,571.79,0.31857,82.39,0.099897,supercritical
52,29667,0.86017,1.1626,11.423,12.941,53.567,39.976,87.921,573.52,0.31367,82.621,0.10011,supercritical
52,29833,0.86128,1.1611,11.412,12.937,53.527,39.974,87.757,575.24,0.30884,82.851,0.10032,supercritical
52,30000,0.86238,1.1596,11.401,12.932,53.487,39.972,87.595,576.96,0.30407,83.081,0.10052,supercritical
52,30167,0.86347,1.1581,11.39,12.928,53.447,39.971,87.436,578.66,0.29937,83.309,0.10073,supercritical
52,30333,0.86456,1.1567,11.379,12.923,53.408,39.969,87.279,580.36,0.29474,83.537,0.10094,supercritical
52,30500,0.86563,1.1552,11.368,12.919,53.369,39.968,87.124,582.04,0.29016,83.764,0.10114,supercritical
52,30667,0.8667,1.1538,11.358,12.915,53.33,39.967,86.971,583.72,0.28565,83.989,0.10135,supercritical
52,30833,0.86776,1.1524,11.347,12.911,53.291,39.966,86.821,585.39,0.2812,84.214,0.10155,supercritical
52,31000,0.86882,1.151,11.336,12.907,53.253,39.965,86.673,587.04,0.27681,84.439,0.10175,supercritical
52,31167,0.86986,1.1496,11.326,12.903,53.215,39.964,86.526,588.69,0.27248,84.662,0.10195,supercritical
52,31333,0.8709,1.1482,11.316,12.899,53.177,39.963,86.382,590.34,0.2682,84.885,0.10215,supercritical
52,31500,0.87193,1.1469,11.305,12.895,53.139,39.963,86.24,591.97,0.26398,85.107,0.10235,supercritical
52,31667,0.87295,1.1455,11.295,12.891,53.102,39.962,86.1,593.59,0.25981,85.328,0.10255,supercritical
52,31833,0.87397,1.1442,11.285,12.888,53.064,39.961,85.961,595.21,0.2557,85.548,0.10275,supercritical
52,32000,0.87498,1.1429,11.274,12.884,53.028,39.961,85.825,596.82,0.25164,85.767,0.10294,supercritical
52,32167,0.87598,1.1416,11.264,12.88,52.991,39.961,85.69,598.42,0.24763,85.986,0.10314,supercritical
52,32333,0.87697,1.1403,11.254,12.877,52.954,39.96,85.557,600.01,0.24367,86.204,0.10333,supercritical
52,32500,0.87796,1.139,11.244,12.873,52.918,39.96,85.426,601.6,0.23976,86.422,0.10353,supercritical
52,32667,0.87894,1.1377,11.234,12.87,52.882,39.96,85.296,603.17,0.23589,86.638,0.10372,supercritical
52,32833,0.87992,1.1365,11.225,12.867,52.846,39.96,85.168,604.74,0.23208,86.854,0.10391,supercritical
52,33000,0.88088,1.1352,11.215,12.864,52.81,39.96,85.042,606.31,0.22831,87.069,0.1041,supercritical
52,33167,0.88184,1.134,11.205,12.86,52.775,39.96,84.917,607.86,0.22459,87.284,0.10429,supercritical
52,33333,0.8828,1.1328,11.195,12.857,52.74,39.96,84.794,609.41,0.22091,87.498,0.10448,supercritical
52,33500,0.88375,1.1315,11.186,12.854,52.705,39.96,84.673,610.95,0.21727,87.711,0.10467,supercritical
52,33667,0.88469,1.1303,11.176,12.851,52.67,39.96,84.553,612.48,0.21368,87.923,0.10486,supercritical
52,33833,0.88563,1.1291,11.167,12.848,52.635,39.96,84.434,614.01,0.21013,88.135,0.10505,supercritical
52,34000,0.88656,1.128,11.157,12.845,52.601,39.961,84.317,615.53,0.20662,88.346,0.10524,supercritical
52,34167,0.88749,1.1268,11.148,12.842,52.566,39.961,84.201,617.04,0.20315,88.557,0.10542,supercritical
52,34333,0.88841,1.1256,11.139,12.839,52.532,39.961,84.087,618.54,0.19972,88.767,0.10561,supercritical
52,34500,0.88932,1.1245,11.129,12.837,52.498,39.962,83.974,620.04,0.19633,88.977,0.10579,supercritical
52,34667,0.89023,1.1233,11.12,12.834,52.465,39.962,83.862,621.54,0.19298,89.185,0.10597,supercritical
52,34833,0.89113,1.1222,11.111,12.831,52.431,39.963,83.752,623.02,0.18967,89.393,0.10616,supercritical
52,35000,0.89203,1.121,11.102,12.829,52.398,39.964,83.643,624.5,0.18639,89.601,0.10634,supercritical
52,35167,0.89292,1.1199,11.093,12.826,52.364,39.964,83.535,625.97,0.18315,89.808,0.10652,supercritical
52,35333,0.89381,1.1188,11.084,12.824,52.331,39.965,83.429,627.44,0.17995,90.015,0.1067,supercritical
52,35500,0.89469,1.1177,11.075,12.821,52.299,39.966,83.324,628.9,0.17678,90.22,0.10688,supercritical
52,35667,0.89556,1.1166,11.066,12.819,52.266,39.967,83.22,630.35,0.17364,90.426,0.10706,supercritical
52,35833,0.89643,1.1155,11.057,12.816,52.233,39.967,83.117,631.8,0.17054,90.631,0.10724,supercritical
52,36000,0.8973,1.1145,11.048,12.814,52.201,39.968,83.015,633.25,0.16748,90.835,0.10742,supercritical
52,36167,0.89816,1.1134,11.039,12.812,52.169,39.969,82.914,634.68,0.16444,91.038,0.1076,supercritical
52,36333,0.89902,1.1123,11.031,12.809,52.137,39.97,82.815,636.11,0.16144,91.242,0.10777,supercritical
52,36500,0.89987,1.1113,11.022,12.807,52.105,39.971,82.716,637.54,0.15847,91.444,0.10795,supercritical
52,36667,0.90071,1.1102,11.013,12.805,52.073,39.972,82.619,638.96,0.15553,91.646,0.10813,supercritical
52,36833,0.90155,1.1092,11.005,12.803,52.042,39.973,82.523,640.37,0.15262,91.848,0.1083,supercritical
52,37000,0.90239,1.1082,10.996,12.801,52.01,39.975,82.428,641.78,0.14975,92.049,0.10847,supercritical
52,37167,0.90322,1.1071,10.988,12.799,51.979,39.976,82.333,643.18,0.1469,92.25,0.10865,supercritical
52,37333,0.90405,1.1061,10.979,12.797,51.948,39.977,82.24,644.58,0.14408,92.45,0.10882,supercritical
52,37500,0.90487,1.1051,10.971,12.795,51.917,39.978,82.148,645.97,0.14129,92.649,0.10899,supercritical
52,37667,0.90569,1.1041,10.963,12.793,51.886,39.979,82.057,647.35,0.13853,92.848,0.10917,supercritical
52,37833,0.90651,1.1031,10.954,12.791,51.856,39.981,81.966,648.73,0.13579,93.047,0.10934,supercritical
52,38000,0.90732,1.1022,10.946,12.789,51.825,39.982,81.877,650.11,0.13309,93.245,0.10951,supercritical
52,38167,0.90812,1.1012,10.938,12.787,51.795,39.983,81.789,651.48,0.13041,93.443,0.10968,supercritical
52,38333,0.90892,1.1002,10.929,12.786,51.764,39.985,81.701,652.84,0.12775,93.64,0.10985,supercritical
52,38500,0.90972,1.0992,10.921,12.784,51.734,39.986,81.614,654.2,0.12513,93.837,0.11002,supercritical
52,38667,0.91051,1.0983,10.913,12.782,51.704,39.988,81.529,655.56,0.12253,94.033,0.11019,supercritical
52,38833,0.9113,1.0973,10.905,12.781,51.675,39.989,81.444,656.91,0.11995,94.229,0.11035,supercritical
52,39000,0.91209,1.0964,10.897,12.779,51.645,39.991,81.36,658.25,0.1174,94.425,0.11052,supercritical
