Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
38,2400,0.045949,21.763,19.513,21.812,93.573,31.859,45.963,257.53,9.853,15.891,0.019065,vapor
38,2500,0.048138,20.773,19.48,21.766,93.126,31.978,46.435,256.76,9.8526,15.915,0.019148,vapor
38,2600,0.050355,19.859,19.448,21.72,92.691,32.098,46.921,256,9.852,15.94,0.019234,vapor
38,2700,0.0526,19.011,19.415,21.674,92.267,32.22,47.422,255.23,9.8511,15.965,0.019323,vapor
38,2800,0.054874,18.224,19.381,21.627,91.853,32.344,47.94,254.45,9.8498,15.992,0.019414,vapor
38,2900,0.057179,17.489,19.347,21.579,91.448,32.47,48.475,253.67,9.8483,16.02,0.019509,vapor
38,3000,0.059514,16.803,19.313,21.531,91.051,32.598,49.027,252.88,9.8463,16.049,0.019608,vapor
38,3100,0.061883,16.16,19.278,21.483,90.662,32.728,49.599,252.09,9.8441,16.08,0.019709,vapor
38,3200,0.064284,15.556,19.243,21.434,90.28,32.86,50.191,251.29,9.8414,16.111,0.019814,vapor
38,3300,0.06672,14.988,19.207,21.384,89.904,32.995,50.803,250.49,9.8383,16.144,0.019923,vapor
38,3400,0.069193,14.452,19.171,21.334,89.534,33.132,51.438,249.68,9.8348,16.178,0.020036,vapor
38,3500,0.071702,13.947,19.134,21.283,89.17,33.271,52.097,248.87,9.8308,16.214,0.020154,vapor
38,3600,0.074249,13.468,19.097,21.231,88.81,33.413,52.781,248.05,9.8264,16.251,0.020276,vapor
38,3700,0.076837,13.015,19.06,21.179,88.455,33.557,53.492,247.22,9.8214,16.29,0.020402,vapor
38,3800,0.079466,12.584,19.022,21.126,88.104,33.705,54.23,246.39,9.8159,16.33,0.020533,vapor
38,3900,0.082138,12.175,18.983,21.072,87.757,33.855,54.999,245.55,9.8098,16.372,0.02067,vapor
38,4000,0.084856,11.785,18.944,21.018,87.413,34.008,55.8,244.7,9.8031,16.416,0.020813,vapor
38,4100,0.087619,11.413,18.904,20.963,87.072,34.164,56.635,243.85,9.7958,16.461,0.020961,vapor
38,4200,0.090432,11.058,18.863,20.907,86.734,34.324,57.507,242.99,9.7878,16.509,0.021115,vapor
38,4300,0.093295,10.719,18.822,20.85,86.397,34.487,58.417,242.12,9.779,16.558,0.021277,vapor
38,4400,0.096212,10.394,18.78,20.793,86.063,34.654,59.37,241.24,9.7695,16.61,0.021445,vapor
38,4500,0.099184,10.082,18.738,20.734,85.73,34.825,60.368,240.36,9.7592,16.664,0.021621,vapor
38,4600,0.10221,9.7834,18.694,20.675,85.399,35,61.414,239.47,9.7481,16.72,0.021805,vapor
38,4700,0.1053,9.4963,18.65,20.615,85.069,35.179,62.512,238.57,9.736,16.779,0.021997,vapor
38,4800,0.10846,9.2201,18.606,20.553,84.739,35.363,63.666,237.66,9.7229,16.84,0.022199,vapor
38,4900,0.11168,8.9541,18.56,20.491,84.41,35.551,64.881,236.75,9.7088,16.905,0.022411,vapor
38,5000,0.11497,8.6978,18.513,20.427,84.081,35.744,66.163,235.82,9.6936,16.972,0.022634,vapor
38,5100,0.11834,8.4503,18.466,20.363,83.752,35.943,67.516,234.88,9.6772,17.042,0.022867,vapor
38,5200,0.12178,8.2113,18.417,20.297,83.422,36.147,68.947,233.94,9.6595,17.116,0.023113,vapor
38,5300,0.12531,7.9802,18.368,20.229,83.091,36.357,70.464,232.98,9.6405,17.193,0.023373,vapor
38,5400,0.12893,7.7564,18.317,20.161,82.759,36.574,72.074,232.02,9.62,17.274,0.023646,vapor
38,5500,0.13263,7.5396,18.266,20.091,82.426,36.797,73.787,231.04,9.5979,17.358,0.023936,vapor
38,5600,0.13644,7.3292,18.213,20.019,82.091,37.028,75.614,230.05,9.5742,17.448,0.024242,vapor
38,5700,0.14035,7.1249,18.159,19.946,81.753,37.266,77.565,229.05,9.5487,17.542,0.024566,vapor
38,5800,0.14438,6.9263,18.103,19.871,81.413,37.513,79.655,228.04,9.5212,17.64,0.02491,vapor
38,5900,0.14852,6.733,18.046,19.794,81.069,37.769,81.9,227.01,9.4916,17.745,0.025276,vapor
38,6000,0.1528,6.5446,17.987,19.715,80.723,38.034,84.318,225.97,9.4598,17.855,0.025666,vapor
38,6100,0.15721,6.3609,17.927,19.635,80.371,38.31,86.93,224.91,9.4254,17.971,0.026082,vapor
38,6200,0.16177,6.1815,17.865,19.551,80.016,38.596,89.761,223.84,9.3884,18.095,0.026527,vapor
38,6300,0.1665,6.0061,17.801,19.466,79.655,38.895,92.841,222.75,9.3484,18.226,0.027004,vapor
38,6400,0.1714,5.8343,17.734,19.378,79.288,39.208,96.203,221.64,9.3051,18.365,0.027516,vapor
38,6500,0.17649,5.6659,17.666,19.287,78.914,39.535,99.89,220.51,9.2583,18.513,0.028068,vapor
38,6600,0.1818,5.5006,17.595,19.193,78.533,39.877,103.95,219.36,9.2076,18.672,0.028664,vapor
38,6700,0.18734,5.338,17.521,19.095,78.143,40.238,108.45,218.19,9.1526,18.842,0.029309,vapor
38,6800,0.19313,5.1779,17.445,18.994,77.743,40.618,113.46,217,9.0927,19.024,0.030011,vapor
38,6900,0.19921,5.0198,17.364,18.889,77.333,41.02,119.07,215.77,9.0274,19.221,0.030776,vapor
38,7000,0.20561,4.8635,17.281,18.779,76.91,41.445,125.4,214.52,8.9561,19.433,0.031615,vapor
38,7100,0.21238,4.7087,17.193,18.664,76.473,41.899,132.59,213.23,8.878,19.665,0.032537,vapor
38,7200,0.21955,4.5548,17.1,18.543,76.019,42.383,140.85,211.91,8.7921,19.917,0.033556,vapor
38,7300,0.2272,4.4014,17.002,18.416,75.547,42.902,150.4,210.54,8.6973,20.195,0.03469,vapor
38,7400,0.2354,4.2482,16.898,18.281,75.053,43.461,161.6,209.13,8.5923,20.501,0.035958,vapor
38,7400,0.2354,4.2482,16.898,18.281,75.053,43.461,161.6,209.13,8.5923,20.501,0.035958,supercritical
38,7400,0.2354,4.2482,16.898,18.281,75.053,43.461,161.6,209.13,8.5923,20.501,0.035958,supercritical
38,7500,0.24424,4.0944,16.786,18.138,74.533,44.067,174.88,207.66,8.4754,20.843,0.037387,supercritical
38,7600,0.25385,3.9394,16.667,17.984,73.982,44.728,190.86,206.13,8.3445,21.228,0.03901,supercritical
38,7700,0.26439,3.7824,16.537,17.819,73.395,45.453,210.44,204.52,8.1968,21.665,0.040871,supercritical
38,7800,0.27607,3.6223,16.395,17.638,72.764,46.254,234.87,202.84,8.0288,22.168,0.043027,supercritical
38,7900,0.28918,3.458,16.238,17.44,72.077,47.145,266.05,201.07,7.8357,22.757,0.045555,supercritical
38,8000,0.30414,3.2879,16.062,17.22,71.32,48.142,306.76,199.2,7.611,23.46,0.048551,supercritical
38,8100,0.32153,3.1102,15.862,16.971,70.476,49.263,361.1,197.25,7.3462,24.318,0.052139,supercritical
38,8200,0.34214,2.9228,15.632,16.686,69.518,50.512,434.68,195.25,7.0315,25.395,0.056448,supercritical
38,8300,0.3671,2.7241,15.361,16.356,68.418,51.851,534.26,193.27,6.6583,26.783,0.061572,supercritical
38,8400,0.39777,2.514,15.043,15.973,67.147,53.083,661.68,191.73,6.2197,28.621,0.067385,supercritical
38,8500,0.4345,2.3015,14.682,15.543,65.731,53.728,767.77,192.03,5.7031,31.017,0.072484,supercritical
38,8600,0.47276,2.1152,14.325,15.125,64.359,53.414,751.17,195.62,5.1528,33.748,0.074515,supercritical
38,8700,0.50709,1.972,14.019,14.774,63.2,52.459,673.34,201.88,4.6636,36.414,0.074893,supercritical
38,8800,0.53539,1.8678,13.774,14.497,62.284,51.297,569.52,210,4.2391,38.776,0.074175,supercritical
38,8900,0.55786,1.7926,13.582,14.285,61.575,50.181,480.63,218.74,3.8872,40.762,0.073299,supercritical
38,9000,0.57593,1.7363,13.43,14.118,61.013,49.2,415.84,227.37,3.5992,42.436,0.07269,supercritical
38,9100,0.59091,1.6923,13.304,13.981,60.552,48.362,369.02,235.65,3.3603,43.878,0.072355,supercritical
38,9200,0.60364,1.6566,13.196,13.867,60.161,47.649,333.97,243.52,3.1584,45.144,0.072217,supercritical
38,9300,0.6147,1.6268,13.103,13.769,59.822,47.038,306.77,250.98,2.9847,46.275,0.072217,supercritical
38,9400,0.62445,1.6014,13.021,13.683,59.523,46.51,285.04,258.03,2.8334,47.298,0.072315,supercritical
38,9500,0.63318,1.5793,12.946,13.607,59.255,46.049,267.29,264.71,2.7,48.234,0.072484,supercritical
38,9600,0.64108,1.5599,12.879,13.538,59.013,45.645,252.51,271.04,2.5813,49.098,0.072707,supercritical
38,9700,0.64829,1.5425,12.817,13.476,58.791,45.288,240.02,277.05,2.4748,49.902,0.072968,supercritical
38,9800,0.65492,1.5269,12.76,13.419,58.586,44.97,229.32,282.78,2.3785,50.654,0.073257,supercritical
38,9900,0.66107,1.5127,12.708,13.367,58.396,44.686,220.04,288.25,2.2908,51.363,0.073567,supercritical
38,10000,0.66679,1.4997,12.658,13.318,58.219,44.431,211.92,293.48,2.2106,52.033,0.073891,supercritical
